;außenstehende_Ladung [kWH];eMobilitätFahren_Gesamt [kWh];eMobilitätFahren_Lokal [kWh];eMobilitätFahren_Netz [kWh];eMobilitätGebäude_Lade/Entladeverluste [kWh];eMobilitätGebäude_GebäudezuEMobilität [kWh];eMobilitätGebäude_EMobilitätzuGebäude [kWh];eMobilitätGebäude_Fahrverbrauch [kWh];generell_personenKilometer Elektrisch durch. [km];generell_personenKilometer Elektrisch [km];generell_personenKilometer Fossil [km];generell_stromverbrauch Wohnen [kWh];generell_stromverbrauch Gewerbe [kWh];generell_stromverbrauch Schule [kWh];generell_stromverbrauch WP [kWh];generell_stromverbrauch E-Mobilität [kWh];generell_pvProduktion [kWh];generell_pvProduktionGfa [kWh];indikatoren_fehlgeschlagene Fahrversuche [%];indikatoren_ungenutzte Ladung der E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch [%];indikatoren_LadeEntlade_Zyklen ohne EMobilität pro Auto [Anzahl];indikatoren_LadeEntlade_Zyklen mit EMobilität pro Auto [Anzahl];indikatoren_Ladevorgänge [Anzahl];indikatoren_Entladevorgänge [Anzahl];pvNachEMobilität_Eigenverbrauch [kWh];pvNachEMobilität_Einspeisung [kWh];pvNachEMobilität_Netzbezug [kWh];pvVorEMobilität_Eigenverbrauch [kWh];pvVorEMobilität_Einspeisung [kWh];pvVorEMobilität_Netzbezug [kWh]
0;951,5717751887499;361361,9798499571;44778,0388965864;316583,9409533707;3622,901088230152;52262,42510881431;19185,816822999233;29453,70719758492;5489,161043885351;2195664,4175541406;5182880,58244586;1488565,0312598697;514674,584669665;300118,073677176;713580;361361,9798499571;595442,5106972931;7,791991842381288;3,1067413466575333;0,0;9,985841512837212;90,31063784149786;104,4738966785749;756,4111111111112;891,0777777777778;575623;19818;1760810,3964461393;523361;72081;1779996,2132691403
