;Strombedarf_FW;Wärmebedarf_FW
337;0,0;-613,7032093584002
338;0,0;-643,8661859406669
339;0,0;-672,3226475097333
340;0,0;-681,1623897857337
341;0,0;-649,7005819238666
342;0,0;-570,5331613553333
343;0,0;-660,2692141444002
344;0,0;-689,3821993800002
345;0,0;-435,5498097354671
346;0,0;-599,3927415425336
347;0,0;-518,8974270492002
348;0,0;-446,9059738173337
349;0,0;-680,9619454377333
350;0,0;-710,8279339784004
351;0,0;-759,3495651574667
352;0,0;-801,7749494048002
353;0,0;-708,5294648029335
354;0,0;-417,2191902053336
355;0,0;-439,3623096610669
356;0,0;-525,9502526949336
357;0,0;-387,04839720466674
358;0,0;-425,7693656770669
359;0,0;-503,98736433480025
360;0,0;-566,4415694829333
361;0,0;-589,0311040953334
362;0,0;-589,7391776086668
363;0,0;-604,6271649154667
364;0,0;-608,3570829786668
365;0,0;-588,8195347070667
366;0,0;-511,10080674560004
367;0,0;-569,4999083530669
368;0,0;-674,9158352362668
369;0,0;-552,6233736049336
370;0,0;-526,2633935338669
371;0,0;-451,70420180520034
372;0,0;-471,58355368026656
373;0,0;-506,318404998267
374;0,0;-576,2179471244002
375;0,0;-627,7703679540003
376;0,0;-712,3219795657336
377;0,0;-610,9055587588002
378;0,0;-343,2817728390669
379;0,0;-307,4509842818668
380;0,0;-413,57756042466673
381;0,0;-297,90350307626665
382;0,0;-333,4014379980001
383;0,0;-413,2089355889334
384;0,0;-469,80804513800007
385;0,0;-511,65837304520005
386;0,0;-524,3022066830666
387;0,0;-531,2501605741334
388;0,0;-523,4035548549333
389;0,0;-421,1920990802667
390;0,0;-163,72308529777678
391;0,0;-312,75291916617397
392;0,0;-539,5208963432408
393;0,0;-551,3756293247073
394;0,0;-393,6595964443219
395;0,0;-364,9325213657884
396;0,0;-295,52057277312207
397;0,0;-426,6282141279847
398;0,0;-503,5498326833179
399;0,0;-509,21813168748366
400;0,0;-537,0121129730524
401;0,0;-462,23792401550884
402;0,0;-259,2129166385335
403;0,0;-250,34040921373344
404;0,0;-328,28807048453353
405;0,0;-229,9024819890668
406;0,0;-314,2024365828459
407;0,0;-363,71240168677235
408;0,0;-447,1434619856
409;0,0;-481,80101842960005
410;0,0;-492,4916281522667
411;0,0;-501,8121440917335
412;0,0;-494,3312136225334
413;0,0;-392,38694456386673
414;0,0;-136,2090081973769
415;0,0;-279,38349424697407
416;0,0;-483,72166607164104
417;0,0;-459,5399140387077
418;0,0;-297,3784565711219
419;0,0;-281,9165438021883
420;0,0;-188,30907140312175
421;0,0;-267,3625913479844
422;0,0;-345,868518511318
423;0,0;-355,8256582250837
424;0,0;-433,6767708350524
425;0,0;-368,73280502510886
426;0,0;-189,79755408853356
427;0,0;-172,01513415933331
428;0,0;-243,68706312453344
429;0,0;-167,35202205946666
430;0,0;-253,13559494493668
431;0,0;-302,0839596641586
432;0,0;-387,01450204841245
433;0,0;-423,6477428380001
434;0,0;-438,06729548986686
435;0,0;-451,39079752573343
436;0,0;-449,07323209973345
437;0,0;-355,4322595642669
438;0,0;-118,26069050497686
439;0,0;-257,7439015533742
440;0,0;-376,461083686841
441;0,0;-230,87805496470764
442;0,0;42,8784459640782
443;0,0;111,53089157861163
444;0,0;207,0009519208784
445;0,0;84,84772962844788
446;0,0;-43,87897560879006
447;0,0;-137,57093356028352
448;0,0;-275,4231646370527
449;0,0;-218,68516965230896
450;0,0;-73,30049079733337
451;0,0;-59,41820511733341
452;0,0;-141,77697085333352
453;0,0;-94,33998893266667
454;0,0;-180,69536818159995
455;0,0;-228,47605905485148
456;0,0;-318,58714894758674
457;0,0;-367,32415087030665
458;0,0;-391,00333528586674
459;0,0;-410,3552072493334
460;0,0;-414,75546200213336
461;0,0;-325,18963547906685
462;0,0;-92,98835493097685
463;0,0;-237,0568978057742
464;0,0;-423,0642934280408
465;0,0;-410,1057131727074
466;0,0;-230,04054152032194
467;0,0;-200,40767647378829
468;0,0;-140,03120930552154
469;0,0;151,37727780081525
470;0,0;42,81870858560947
471;0,0;-101,47013464840583
472;0,0;-330,1247842620374
473;0,0;-267,29432652910873
474;0,0;-111,76384410013347
475;0,0;-93,13753151013334
476;0,0;-171,70205085213345
477;0,0;-119,09340065266674
478;0,0;-211,4060496125364
479;0,0;-267,3304748267361
480;0,0;-357,193258561268
481;0,0;-397,8088238968001
482;0,0;-412,6126708842667
483;0,0;-426,3399394225334
484;0,0;-425,42175231293334
485;0,0;-326,2644772526668
486;0,0;-69,60680547137686
487;0,0;-201,14615288497407
488;0,0;-215,19739914124068
489;0,0;40,12729765049231
490;0,0;360,57929775451726
491;0,0;-59,80886076479913
492;0,0;117,37261607750261
493;0,0;-195,20192477544063
494;0,0;-91,5216127509181
495;0,0;-39,55534164588336
496;0,0;-295,9847542922527
497;0,0;-240,33334264070876
498;0,0;-84,69974877133343
499;0,0;-63,96502484093348
500;0,0;-139,2061158785333
501;0,0;-88,49403008946673
502;0,0;-179,77899179306004
503;0,0;-233,1824637495356
504;0,0;-333,6903158983454
505;0,0;-352,52708955120005
506;0,0;-374,72794445746666
507;0,0;-395,6562189805334
508;0,0;-404,35447528693345
509;0,0;-369,1509867274668
510;0,0;-286,43593712733343
511;0,0;-316,4609173760002
512;0,0;-318,5547254224001
513;0,0;-216,27406408786663
514;0,0;-165,83258331093344
515;0,0;-97,99357811720002
516;0,0;-67,06986844693327
517;0,0;-110,40771147933353
518;0,0;-186,27664096360007
519;0,0;-282,5837899022669
520;0,0;-315,58399092040014
521;0,0;-236,29324553573343
522;0,0;-54,27172834053337
523;0,0;-95,45926947666686
524;0,0;-201,44033041213342
525;0,0;-133,02890787626666
526;0,0;-188,57692469325096
527;0,0;-281,46848980916707
528;0,0;-351,4975900645335
529;0,0;-392,13240653173335
530;0,0;-420,7699642294668
531;0,0;-449,00881626226675
532;0,0;-461,48096320146675
533;0,0;-451,2337301402668
534;0,0;-383,17099263920005
535;0,0;-420,3143582962668
536;0,0;-402,5304834094668
537;0,0;-223,48667147133375
538;0,0;-151,51639752066671
539;0,0;-34,03878311920019
540;0,0;-29,01127467586689
541;0,0;-67,099161413067
542;0,0;-165,1956140828002
543;0,0;-266,27258765479996
544;0,0;-454,32692892653324
545;0,0;-379,62770850799996
546;0,0;-180,7273597434667
547;0,0;-167,63749574226676
548;0,0;-297,69758532306673
549;0,0;-222,42444195586685
550;0,0;-278,8871741983176
551;0,0;-378,86885946213346
552;0,0;-453,9218014988002
553;0,0;-507,28383038160007
554;0,0;-536,6291807090666
555;0,0;-560,7750250089333
556;0,0;-564,4137916473335
557;0,0;-470,5691991850668
558;0,0;-222,94434621177692
559;0,0;-390,3426644229742
560;0,0;-613,3204421768407
561;0,0;-565,5734405163078
562;0,0;-379,3673426487219
563;0,0;-339,54994147138865
564;0,0;-266,7182179675217
565;0,0;-404,98168675718426
566;0,0;-503,3229568173177
567;0,0;-547,3571963910837
568;0,0;-614,3225572366524
569;0,0;-554,140534296309
570;0,0;-340,01153326773357
571;0,0;-324,6121107161336
572;0,0;-408,23637026573357
573;0,0;-317,85576236946673
574;0,0;-412,40498360551044
575;0,0;-472,1705772881334
576;0,0;-566,0804072648001
577;0,0;-605,1125063724002
578;0,0;-622,5930961898667
579;0,0;-636,3681462941336
580;0,0;-631,7766294065335
581;0,0;-533,2346944134667
582;0,0;-282,18507929257686
583;0,0;-456,5988229313739
584;0,0;-514,5892809140405
585;0,0;-463,9478607287076
586;0,0;-144,01384794752164
587;0,0;6,010917595011428
588;0,0;173,04125388687805
589;0,0;59,20512436862553
590;0,0;-116,2813131597752
591;0,0;-270,1488112587246
592;0,0;-526,2863532658525
593;0,0;-463,3194303011088
594;0,0;-239,25364763373344
595;0,0;-194,95108551533338
596;0,0;-247,69308522893346
597;0,0;-157,29912154786678
598;0,0;-224,0463156767328
599;0,0;-254,26794946848872
600;0,0;-327,93656496683053
601;0,0;-355,9055169264001
602;0,0;-363,0474004306667
603;0,0;-362,59786574493324
604;0,0;-351,0992611429334
605;0,0;-249,8091849454667
606;0,0;-6,839316556176756
607;0,0;-119,34329126497416
608;0,0;-87,40051177204067
609;0,0;91,97061625569262
610;0,0;389,6684744952238
611;0,0;507,6679547115543
612;0,0;632,0486655415216
613;0,0;490,3119028570683
614;0,0;346,640009269978
615;0,0;206,46493956240846
616;0,0;7,436423114614717
617;0,0;76,9626369883202
618;0,0;165,478570453226
619;0,0;179,85631293470735
620;0,0;97,46633453071128
621;0,0;104,22410874380797
622;0,0;17,920054395860284
623;0,0;-32,167414261634576
624;0,0;-130,35422960589503
625;0,0;-190,25500808216964
626;0,0;-228,76423470813717
627;0,0;-257,23494726370023
628;0,0;-264,1475350757074
629;0,0;-180,91479238178277
630;0,0;38,977516352977254
631;0,0;-79,377431926174
632;0,0;-212,3255639356408
633;0,0;-198,70137993950732
634;0,0;-22,174231775521903
635;0,0;11,387285225811663
636;0,0;75,19548043007845
637;0,0;-72,63813729918435
638;0,0;-154,26688142371782
639;0,0;-178,27359729708343
640;0,0;-218,40677303985274
641;0,0;-155,7828791723089
642;0,0;-25,78359551333339
643;0,0;-13,173227834133284
644;0,0;-98,11936733693348
645;0,0;-63,56506373626671
646;0,0;-162,19739864323637
647;0,0;-225,87589010552853
648;0,0;-326,9673514212263
649;0,0;-382,7611344712001
650;0,0;-417,60145642826666
651;0,0;-442,9731051925335
652;0,0;-447,97227530053345
653;0,0;-356,20182336946675
654;0,0;-107,97043704817686
655;0,0;-254,31018836657393
656;0,0;-415,00679175684076
657;0,0;-374,10559257230733
658;0,0;-159,5278746719219
659;0,0;-115,09671170058843
660;0,0;-26,412852952721813
661;0,0;-152,4906076587845
662;0,0;-254,5432711689177
663;0,0;-316,79876953308366
664;0,0;-406,40527807545266
665;0,0;-348,0542459511088
666;0,0;-168,67007455173348
667;0,0;-147,0343268053336
668;0,0;-225,64020352613338
669;0,0;-160,66336436106675
670;0,0;-251,47324022399394
671;0,0;-306,3386812601775
672;0,0;-402,35123030106683
673;0,0;-409,7092537315999
674;0,0;-429,9870223370667
675;0,0;-439,25732578453346
676;0,0;-430,0576675229334
677;0,0;-388,8423558006667
678;0,0;-301,1852050357335
679;0,0;-332,45186745200016
680;0,0;-356,58336747839996
681;0,0;-292,055153703067
682;0,0;-270,99210083453363
683;0,0;-213,8185866652001
684;0,0;-179,23582994493336
685;0,0;-204,81693894613352
686;0,0;-254,39573419280003
687;0,0;-323,8985407730669
688;0,0;-334,116548126
689;0,0;-247,87039993133348
690;0,0;-52,99958022133359
691;0,0;-85,83573051666677
692;0,0;-187,18748708933347
693;0,0;-116,1547924686667
694;0,0;-163,87123988551528
695;0,0;-253,33464684329252
696;0,0;-320,6029147871969
697;0,0;-365,76325880013337
698;0,0;-401,1595617914667
699;0,0;-431,3584941906669
700;0,0;-445,27780101226665
701;0,0;-438,6279288166668
702;0,0;-375,3999972272001
703;0,0;-413,8288650514668
704;0,0;-215,7145887266668
705;0,0;100,3167696558667
706;0,0;209,9091311478247
707;0,0;333,5624571507113
708;0,0;341,87097019104556
709;0,0;331,8542476957199
710;0,0;249,6777510400756
711;0,0;42,558800761905275
712;0,0;-307,7336431457938
713;0,0;-250,45371545749282
714;0,0;-58,70532110089476
715;0,0;-30,08508976573923
716;0,0;-147,52258332930484
717;0,0;-87,51671911339395
718;0,0;-133,34332374341918
719;0,0;-222,88716512240887
720;0,0;-278,37623571641956
721;0,0;-311,00144801920004
722;0,0;-322,4399550066667
723;0,0;-332,39333291213325
724;0,0;-325,0323439249333
725;0,0;-221,06171590106672
726;0,0;37,4331693626232
727;0,0;-72,8416197957742
728;0,0;-205,38515705724046
729;0,0;-167,36519636750728
730;0,0;30,856999158878285
731;0,0;94,2785819090119
732;0,0;188,7438522968783
733;0,0;60,4109611104153
734;0,0;2,375060353882084
735;0,0;-42,898846077483626
736;0,0;-112,63299425665271
737;0,0;-57,032597075508875
738;0,0;63,89436120146666
739;0,0;82,78681618899915
740;0,0;4,833785681985564
741;0,0;28,993788655210466
742;0,0;-64,13189016171775
743;0,0;-120,19481981449646
744;0,0;-213,71695002415376
745;0,0;-262,5366851401561
746;0,0;-286,6796608291042
747;0,0;-297,1745389985333
748;0,0;-291,95016014493336
749;0,0;-193,82168196786674
750;0,0;57,422959953023195
751;0,0;-50,441017005774114
752;0,0;-185,21964225044064
753;0,0;-177,71504229830748
754;0,0;4,784614622478102
755;0,0;53,45702469581185
756;0,0;112,67043363087828
757;0,0;-20,006975419984403
758;0,0;-100,89255797811776
759;0,0;-138,4400481934835
760;0,0;-192,34854516465234
761;0,0;-131,36947419870884
762;0,0;5,276942212266467
763;0,0;21,68035103306663
764;0,0;-59,299173476133504
765;0,0;-25,646123776666695
766;0,0;-116,6692454289985
767;0,0;-171,78775872208658
768;0,0;-259,684758183164
769;0,0;-300,18138047109494
770;0,0;-322,41460152266666
771;0,0;-337,09067544293333
772;0,0;-334,37239096933337
773;0,0;-239,5641830358668
774;0,0;-2,70758225857689
775;0,0;-122,41651188217416
776;0,0;-180,64712290884063
777;0,0;-110,51651759950751
778;0,0;132,04896676047804
779;0,0;160,07978373421167
780;0,0;247,26443433436648
781;0,0;121,654047644842
782;0,0;52,43398248129972
783;0,0;16,922617082461365
784;0,0;-153,69009841535998
785;0,0;-103,17539202750886
786;0,0;18,727480371466612
787;0,0;25,572855842666687
788;0,0;-62,36401963813353
789;0,0;-35,0631148674667
790;0,0;-127,22838070393618
791;0,0;-183,55924472551058
792;0,0;-279,24652333810315
793;0,0;-330,7605148239788
794;0,0;-361,58664969866675
795;0,0;-385,03813756413336
796;0,0;-387,39941763613336
797;0,0;-298,4235776962667
798;0,0;-69,88496147857681
799;0,0;-205,84021427937404
800;0,0;-113,49846229644079
801;0,0;11,3599965988926
802;0,0;220,84629658888883
803;0,0;202,37466975422458
804;0,0;268,8863535338953
805;0,0;186,8178861321739
806;0,0;90,84694649220461
807;0,0;-146,30112366063273
808;0,0;-263,90932457598075
809;0,0;-218,9405343192146
810;0,0;-78,71156784933346
811;0,0;-71,51508565213351
812;0,0;-164,06428646693354
813;0,0;-125,01837586306665
814;0,0;-227,3137481633587
815;0,0;-295,16815164289005
816;0,0;-395,40777082446647
817;0,0;-451,09042156400017
818;0,0;-488,1774827702667
819;0,0;-514,1829686345334
820;0,0;-518,4926884913334
821;0,0;-428,28638200946676
822;0,0;-181,83757115337679
823;0,0;-344,8552108397741
824;0,0;-482,4032008964406
825;0,0;-354,45472533830775
826;0,0;-194,59474286232188
827;0,0;-140,01650426458855
828;0,0;-103,37744088152164
829;0,0;-231,9745968003844
830;0,0;-337,43374598771777
831;0,0;-363,2575443434835
832;0,0;-536,2578848302525
833;0,0;-484,4873084547091
834;0,0;-276,09374609133334
835;0,0;-252,09077474373345
836;0,0;-327,7379232761335
837;0,0;-244,55804549386676
838;0,0;-334,1638308665092
839;0,0;-389,0447106773495
840;0,0;-482,01763887026686
841;0,0;-485,29365983720004
842;0,0;-495,86473101426685
843;0,0;-505,9873015777334
844;0,0;-501,16218597973347
845;0,0;-457,3549070590667
846;0,0;-370,72067186013334
847;0,0;-413,36129589520016
848;0,0;-392,19316116040034
849;0,0;-262,3846990530669
850;0,0;-207,48588485693355
851;0,0;-153,52647082480004
852;0,0;-90,44495149613326
853;0,0;-156,51410320853347
854;0,0;-249,67050829359994
855;0,0;-319,00092504666674
856;0,0;-383,27813987120004
857;0,0;-306,8637916033336
858;0,0;-102,05822084533337
859;0,0;-137,43126805786693
860;0,0;-240,32430973373346
861;0,0;-161,0831176730668
862;0,0;-210,93159353920967
863;0,0;-302,3953518982947
864;0,0;-370,91186851573343
865;0,0;-412,97141678333344
866;0,0;-446,4378990754668
867;0,0;-474,66020434346666
868;0,0;-485,72818883586666
869;0,0;-477,6097343230668
870;0,0;-411,70015372040007
871;0,0;-451,9358007614669
872;0,0;-319,03577911906706
873;0,0;40,33969485906643
874;0,0;60,95078931441648
875;0,0;-33,524516074845906
876;0,0;-62,22247471238823
877;0,0;-247,7967601194118
878;0,0;-370,1208004172001
879;0,0;-439,6700062584
880;0,0;-564,4751889461335
881;0,0;-484,5916271324004
882;0,0;-243,78026154786673
883;0,0;-212,35937220346682
884;0,0;-324,96313163906683
885;0,0;-231,84731436386684
886;0,0;-276,0983223008868
887;0,0;-364,20622591373336
888;0,0;-418,95157521560003
889;0,0;-450,84651601120015
890;0,0;-461,58685756786684
891;0,0;-467,4465924281333
892;0,0;-455,0294421113334
893;0,0;-351,2782192374668
894;0,0;-93,9261910217768
895;0,0;-228,4269478829741
896;0,0;-388,9639026716409
897;0,0;-308,18198706110735
898;0,0;-80,57242115552168
899;0,0;-8,833035578188479
900;0,0;82,64751590047831
901;0,0;-66,0570468831846
902;0,0;-177,31623711691788
903;0,0;-195,83288758428358
904;0,0;-302,62131073905255
905;0,0;-254,45807595110873
906;0,0;-98,86465840173335
907;0,0;-85,96175052253349
908;0,0;-171,90447697333343
909;0,0;-124,56301879826665
910;0,0;-223,32396496962713
911;0,0;-286,1081537219588
912;0,0;-385,5978052672329
913;0,0;-440,1070906504001
914;0,0;-472,0210049602668
915;0,0;-498,1727609245334
916;0,0;-502,99345099733347
917;0,0;-410,0732855670668
918;0,0;-160,9164970797769
919;0,0;-312,1159515857742
920;0,0;-391,5554325896407
921;0,0;-382,3637830795074
922;0,0;-250,0195103475217
923;0,0;-200,26439654458844
924;0,0;-65,48090308432191
925;0,0;-180,75585673558462
926;0,0;-288,44391573051786
927;0,0;-414,0876775590836
928;0,0;-499,54472181585254
929;0,0;-451,44811615590874
930;0,0;-260,64114468373333
931;0,0;-249,31990415253352
932;0,0;-335,33576565333357
933;0,0;-258,67335424946674
934;0,0;-356,37581507612435
935;0,0;-416,6079581157335
936;0,0;-507,8488768476
