;demandDriven;gridCharging;energyPvToCar;CarToBuilding;Pv;demandBuilding;Residuallast;01_Eigenverbrauch;01_Überschuss;01_EigenverbrauchAfterCharging;01_ÜberschussAfterCharging;02_Fahrverbrauch;02_verlustGesamt;02_nachFahrenEntladen
0;40970807,11608591;2122611,751723057;29480,195050762606;75,04494523207782;512801,3950000006;2303347,145121209;1790545,7501211958;483064;29737;512544;257;27927,190619032815;1477,9594864977146;75,04494523207782
