;eMobilitätFahren_Gesamt [kWh];eMobilitätFahren_Lokal [kWh];eMobilitätFahren_Netz [kWh];eMobilitätGebäude_Lade/Entladeverluste [kWh];eMobilitätGebäude_GebäudezuEMobilität [kWh];eMobilitätGebäude_EMobilitätzuGebäude [kWh];eMobilitätGebäude_Fahrverbrauch [kWh];generell_personenKilometer Elektrisch durch. [km];generell_personenKilometer Elektrisch [km];generell_personenKilometer Fossil [km];generell_stromverbrauch Wohnen [kWh];generell_stromverbrauch Gewerbe [kWh];generell_stromverbrauch Schule [kWh];generell_stromverbrauch WP [kWh];generell_stromverbrauch E-Mobilität [kWh];generell_pvProduktion [kWh];generell_pvProduktionGfa [kWh];indikatoren_fehlgeschlagene Fahrversuche [%];indikatoren_ungenutzte Ladung der E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch [%];indikatoren_LadeEntlade_Zyklen ohne EMobilität pro Auto [Anzahl];indikatoren_LadeEntlade_Zyklen mit EMobilität pro Auto [Anzahl];indikatoren_Ladevorgänge [Anzahl];indikatoren_Entladevorgänge [Anzahl];pvNachEMobilität_Eigenverbrauch [kWh];pvNachEMobilität_Einspeisung [kWh];pvNachEMobilität_Netzbezug [kWh];pvVorEMobilität_Eigenverbrauch [kWh];pvVorEMobilität_Einspeisung [kWh];pvVorEMobilität_Netzbezug [kWh]
0;296318,6583293754;17083,35708256322;279235,30124681216;1492,7342047334846;23111,02390515313;6406,477180040706;15211,812520378942;5520,230680039659;2208092,2720158636;5170452,727984136;1488565,0312598697;514674,2135897104;300107,90027162613;713580;296318,6583293754;595442,5106972931;7,791991842381288;20,849903267411865;0,0;4,089349572061266;35,84535317674097;38,6637707261499;1094,67;336,485;588,262;7,179;2445369,0853654537;565,151;30,29;2451775,5625454937
