;demandDriven;gridCharging;energyPvToCar;CarToBuilding;Pv;demandBuilding;Residuallast;01_Eigenverbrauch;01_Überschuss;01_EigenverbrauchAfterCharging;01_ÜberschussAfterCharging;02_Fahrverbrauch;02_verlustGesamt;02_nachFahrenEntladen
0;119099998,238372;1892787,148902158;136515,51098114514;3140,6689296868562;823138,5946970131;2303347,145121209;1480208,550424186;649659;173478;786175;36963;126383,76813768066;6991,073913777624;3140,6689296868562
