;außenstehende_Ladung [kWH];eMobilitätFahren_Gesamt [kWh];eMobilitätFahren_Lokal [kWh];eMobilitätFahren_Netz [kWh];eMobilitätGebäude_Lade/Entladeverluste [kWh];eMobilitätGebäude_GebäudezuEMobilität [kWh];eMobilitätGebäude_EMobilitätzuGebäude [kWh];eMobilitätGebäude_Fahrverbrauch [kWh];generell_personenKilometer Elektrisch durch. [km];generell_personenKilometer Elektrisch [km];generell_personenKilometer Fossil [km];generell_stromverbrauch Wohnen [kWh];generell_stromverbrauch Gewerbe [kWh];generell_stromverbrauch Schule [kWh];generell_stromverbrauch WP [kWh];generell_stromverbrauch E-Mobilität [kWh];generell_pvProduktion [kWh];generell_pvProduktionGfa [kWh];indikatoren_fehlgeschlagene Fahrversuche [%];indikatoren_ungenutzte Ladung der E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch [%];indikatoren_LadeEntlade_Zyklen ohne EMobilität pro Auto [Anzahl];indikatoren_LadeEntlade_Zyklen mit EMobilität pro Auto [Anzahl];indikatoren_Ladevorgänge [Anzahl];indikatoren_Entladevorgänge [Anzahl];pvNachEMobilität_Eigenverbrauch [kWh];pvNachEMobilität_Einspeisung [kWh];pvNachEMobilität_Netzbezug [kWh];pvVorEMobilität_Eigenverbrauch [kWh];pvVorEMobilität_Einspeisung [kWh];pvVorEMobilität_Netzbezug [kWh]
0;2115,3933116522435;362641,55663798907;70127,42673635937;292514,1299016297;6818,049424638108;98654,63995790832;35821,03110811102;56015,5594251592;5510,991498376122;2204396,5993504487;5174148,400649551;1488565,0312598697;514674,584669665;300118,073677176;713580;362641,55663798907;823138,5946970131;10,77163470830683;3,14790452922383;0,0;15,297720576833612;83,44433886795883;110,18001365329985;707,5111111111111;886,0222222222222;743555;79582;1622635,6941469111;644900;178237;1658456,7252550228
