;außenstehende_Ladung [kWH];eMobilitätFahren_Gesamt [kWh];eMobilitätFahren_Lokal [kWh];eMobilitätFahren_Netz [kWh];eMobilitätGebäude_Lade/Entladeverluste [kWh];eMobilitätGebäude_GebäudezuEMobilität [kWh];eMobilitätGebäude_EMobilitätzuGebäude [kWh];eMobilitätGebäude_Fahrverbrauch [kWh];generell_personenKilometer Elektrisch durch. [km];generell_personenKilometer Elektrisch [km];generell_personenKilometer Fossil [km];generell_stromverbrauch Wohnen [kWh];generell_stromverbrauch Gewerbe [kWh];generell_stromverbrauch Schule [kWh];generell_stromverbrauch WP [kWh];generell_stromverbrauch E-Mobilität [kWh];generell_pvProduktion [kWh];generell_pvProduktionGfa [kWh];indikatoren_fehlgeschlagene Fahrversuche [%];indikatoren_ungenutzte Ladung der E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch [%];indikatoren_LadeEntlade_Zyklen ohne EMobilität pro Auto [Anzahl];indikatoren_LadeEntlade_Zyklen mit EMobilität pro Auto [Anzahl];indikatoren_Ladevorgänge [Anzahl];indikatoren_Entladevorgänge [Anzahl];pvNachEMobilität_Eigenverbrauch [kWh];pvNachEMobilität_Einspeisung [kWh];pvNachEMobilität_Netzbezug [kWh];pvVorEMobilität_Eigenverbrauch [kWh];pvVorEMobilität_Einspeisung [kWh];pvVorEMobilität_Netzbezug [kWh]
0;344,62090971566346;361335,0196541979;30715,229801352485;330619,7898528454;1894,3128845028714;26984,62548993033;10356,550590120713;14733,76201530675;5485,531904112365;2194212,761644946;5184332,238355054;1488565,0312598697;514674,584669665;300118,073677176;713580;361335,0196541979;595442,5106972931;7,791991842381288;3,0715072689651466;0,0;4,7919929817831814;94,31458846180158;101,62749509863907;782,7888888888889;894,5555555555555;590090;5351;2443475,0597277037;563106;32336;2453831,610317822
