Wohnen;Gewerbe;Schule;;;;;;;;
0,000112942;0,000225811;0,000241095;;;;;;;;
0,000118355;0,000224551;0,000239749;;;;;;;;
0,000139038;0,000171498;0,000183105;;;;;;;;
0,000158897;0,000121939;0,000130193;;;;;;;;
0,000147096;0,000103731;0,000110751;;;;;;;;
0,000132277;9,07E-05;9,68E-05;;;;;;;;
0,000133924;8,40E-05;8,97E-05;;;;;;;;
0,000112219;7,73E-05;8,25E-05;;;;;;;;
0,000089839;6,52E-05;6,96E-05;;;;;;;;
0,000078439;5,71E-05;6,09E-05;;;;;;;;
0,000075369;5,35E-05;5,71E-05;;;;;;;;
0,000076043;5,75E-05;6,14E-05;;;;;;;;
0,000079587;6,91E-05;7,38E-05;;;;;;;;
0,000088742;7,66E-05;8,18E-05;;;;;;;;
0,000094555;9,68E-05;1,03E-04;;;;;;;;
0,000107004;0,000145157;0,000154982;;;;;;;;
0,00011369;0,00022943;0,000244959;;;;;;;;
0,000119204;0,000256555;0,000273919;;;;;;;;
0,000122772;0,000261433;0,000279127;;;;;;;;
0,00012871;0,000265309;0,000283265;;;;;;;;
0,000125916;0,000234755;0,000250644;;;;;;;;
0,000126339;0,000198124;0,000211533;;;;;;;;
0,000122048;0,000195727;0,000208974;;;;;;;;
0,000118106;0,000217526;0,000232249;;;;;;;;
0,000116809;0,000225082;0,000240316;;;;;;;;
0,00012417;0,000223827;0,000238976;;;;;;;;
0,000140685;0,000170943;0,000182513;;;;;;;;
0,000155929;0,000121545;0,000129772;;;;;;;;
0,000143903;0,000103398;0,000110396;;;;;;;;
0,000130754;9,04E-05;9,65E-05;;;;;;;;
0,000137068;8,37E-05;8,94E-05;;;;;;;;
0,000117108;7,83E-05;8,36E-05;;;;;;;;
0,000096526;8,44E-05;9,01E-05;;;;;;;;
0,000082231;7,86E-05;8,40E-05;;;;;;;;
0,000077066;7,12E-05;7,60E-05;;;;;;;;
0,000077165;7,14E-05;7,63E-05;;;;;;;;
0,000078888;7,44E-05;7,94E-05;;;;;;;;
0,000080185;8,02E-05;8,56E-05;;;;;;;;
0,000075793;9,55E-05;1,02E-04;;;;;;;;
0,000088617;0,000146629;0,000156553;;;;;;;;
0,000108227;0,000198645;0,00021209;;;;;;;;
0,000125217;0,000218067;0,000232827;;;;;;;;
0,00013295;0,000228932;0,000244427;;;;;;;;
0,000139038;0,000229043;0,000244545;;;;;;;;
0,000140012;0,000214094;0,000228585;;;;;;;;
0,000133125;0,000181279;0,000193548;;;;;;;;
0,000130779;0,000131541;0,000140444;;;;;;;;
0,000122448;0,000101253;0,000108106;;;;;;;;
0,000120351;9,30E-05;9,93E-05;;;;;;;;
0,000127761;0,000104616;0,000111696;;;;;;;;
0,000143629;0,00010745;0,000114722;;;;;;;;
0,000154882;0,000107673;0,00011496;;;;;;;;
0,00014273;0,000101893;0,000108789;;;;;;;;
0,00012836;9,25E-05;9,88E-05;;;;;;;;
0,00013804;8,32E-05;8,88E-05;;;;;;;;
0,000122397;7,38E-05;7,88E-05;;;;;;;;
0,000101117;6,43E-05;6,87E-05;;;;;;;;
0,000089291;5,68E-05;6,06E-05;;;;;;;;
0,000079885;4,96E-05;5,29E-05;;;;;;;;
0,000079012;4,67E-05;4,99E-05;;;;;;;;
0,000078737;4,66E-05;4,97E-05;;;;;;;;
0,000075045;5,01E-05;5,35E-05;;;;;;;;
0,000069556;5,61E-05;5,99E-05;;;;;;;;
0,000084426;5,62E-05;6,00E-05;;;;;;;;
0,000103186;5,50E-05;5,87E-05;;;;;;;;
0,000122397;6,45E-05;6,89E-05;;;;;;;;
0,000134024;7,54E-05;8,05E-05;;;;;;;;
0,00014505;8,21E-05;8,76E-05;;;;;;;;
0,000136668;8,73E-05;9,32E-05;;;;;;;;
0,000126265;8,81E-05;9,40E-05;;;;;;;;
0,000122272;8,00E-05;8,55E-05;;;;;;;;
0,000112143;7,14E-05;7,62E-05;;;;;;;;
0,000112967;7,12E-05;7,60E-05;;;;;;;;
0,000122547;9,34E-05;9,97E-05;;;;;;;;
0,000137641;0,000102472;0,000109407;;;;;;;;
0,00015518;0,000104133;0,000111181;;;;;;;;
0,000141135;9,58E-05;1,02E-04;;;;;;;;
0,000130755;8,41E-05;8,98E-05;;;;;;;;
0,000128135;7,55E-05;8,06E-05;;;;;;;;
0,00010673;6,85E-05;7,31E-05;;;;;;;;
0,000085598;6,46E-05;6,90E-05;;;;;;;;
0,000076243;5,65E-05;6,03E-05;;;;;;;;
0,000074696;5,30E-05;5,66E-05;;;;;;;;
0,000077315;5,69E-05;6,08E-05;;;;;;;;
0,00008238;6,84E-05;7,31E-05;;;;;;;;
0,000091286;7,58E-05;8,10E-05;;;;;;;;
0,000101665;9,59E-05;1,02E-04;;;;;;;;
0,000111569;0,000143729;0,000153457;;;;;;;;
0,000117532;0,000227173;0,000242549;;;;;;;;
0,000123595;0,00025403;0,000271223;;;;;;;;
0,00012614;0,000258861;0,000276381;;;;;;;;
0,000130157;0,000262698;0,000280478;;;;;;;;
0,000127613;0,000232445;0,000248178;;;;;;;;
0,000124593;0,000196175;0,000209452;;;;;;;;
0,000120476;0,0001938;0,000206916;;;;;;;;
0,000118106;0,000215387;0,000229965;;;;;;;;
0,000117582;0,000222867;0,000237951;;;;;;;;
0,000124293;0,000221625;0,000236625;;;;;;;;
0,000138339;0,000169262;0,000180718;;;;;;;;
0,000154705;0,000120349;0,000128495;;;;;;;;
0,000144801;0,000102379;0,000109308;;;;;;;;
0,000131578;8,95E-05;9,56E-05;;;;;;;;
0,000122971;8,29E-05;8,85E-05;;;;;;;;
0,000102963;7,63E-05;8,14E-05;;;;;;;;
0,000085973;6,44E-05;6,87E-05;;;;;;;;
0,000076193;5,63E-05;6,01E-05;;;;;;;;
0,00007497;5,28E-05;5,64E-05;;;;;;;;
0,000077889;5,68E-05;6,06E-05;;;;;;;;
0,000083702;6,82E-05;7,28E-05;;;;;;;;
0,000093108;7,56E-05;8,07E-05;;;;;;;;
0,000100068;9,55E-05;1,02E-04;;;;;;;;
0,000110498;0,000143247;0,000152943;;;;;;;;
0,000116335;0,000226413;0,000241737;;;;;;;;
0,000121449;0,000253179;0,000270315;;;;;;;;
0,000125117;0,000257995;0,000275457;;;;;;;;
0,000127661;0,000261818;0,000279538;;;;;;;;
0,000122646;0,000231666;0,000247346;;;;;;;;
0,000119652;0,000195517;0,00020875;;;;;;;;
0,000113965;0,000193152;0,000206225;;;;;;;;
0,000115088;0,000214665;0,000229194;;;;;;;;
0,000117009;0,000222121;0,000237155;;;;;;;;
0,000123071;0,000220883;0,000235833;;;;;;;;
0,000136568;0,000168694;0,000180112;;;;;;;;
0,000156127;0,000119946;0,000128065;;;;;;;;
0,000143704;0,000102037;0,000108943;;;;;;;;
0,000130056;8,92E-05;9,53E-05;;;;;;;;
0,000122547;8,26E-05;8,82E-05;;;;;;;;
0,000101516;7,60E-05;8,12E-05;;;;;;;;
0,000084226;6,42E-05;6,85E-05;;;;;;;;
0,000074421;5,61E-05;5,99E-05;;;;;;;;
0,000073075;5,26E-05;5,62E-05;;;;;;;;
0,000075644;5,66E-05;6,04E-05;;;;;;;;
0,000082404;6,80E-05;7,26E-05;;;;;;;;
0,000093356;7,53E-05;8,04E-05;;;;;;;;
0,000099994;9,52E-05;1,02E-04;;;;;;;;
0,000109824;0,000142764;0,000152427;;;;;;;;
0,000115986;0,000225647;0,00024092;;;;;;;;
0,00011838;0,000252323;0,000269401;;;;;;;;
0,000120926;0,000257122;0,000274524;;;;;;;;
0,000127262;0,000260933;0,000278593;;;;;;;;
0,00012392;0,000230884;0,000246511;;;;;;;;
0,000118256;0,000194857;0,000208045;;;;;;;;
0,000116186;0,0001925;0,000205528;;;;;;;;
0,000111745;0,00021394;0,00022842;;;;;;;;
0,000116833;0,00022137;0,000236353;;;;;;;;
0,000129034;0,000220136;0,000235036;;;;;;;;
0,000137991;0,000168125;0,000179504;;;;;;;;
0,000153135;0,000119542;0,000127633;;;;;;;;
0,00014303;0,000101693;0,000108576;;;;;;;;
0,000129183;8,89E-05;9,49E-05;;;;;;;;
0,000121624;8,24E-05;8,79E-05;;;;;;;;
0,000100118;7,78E-05;8,31E-05;;;;;;;;
0,000082304;7,21E-05;7,70E-05;;;;;;;;
0,00007275;6,40E-05;6,84E-05;;;;;;;;
0,000071252;5,97E-05;6,38E-05;;;;;;;;
0,000073175;6,26E-05;6,69E-05;;;;;;;;
0,000080111;7,56E-05;8,07E-05;;;;;;;;
0,000091511;8,33E-05;8,89E-05;;;;;;;;
0,000099169;9,27E-05;9,89E-05;;;;;;;;
0,000108651;0,000132604;0,000141579;;;;;;;;
0,000115337;0,000207636;0,00022169;;;;;;;;
0,000121224;0,000231983;0,000247684;;;;;;;;
0,000125765;0,000236;0,000251973;;;;;;;;
0,000129932;0,000240453;0,000256728;;;;;;;;
0,000127138;0,000215889;0,000230501;;;;;;;;
0,000123446;0,000185395;0,000197943;;;;;;;;
0,000122273;0,000182907;0,000195286;;;;;;;;
0,000120277;0,000198729;0,00021218;;;;;;;;
0,000122472;0,000199057;0,00021253;;;;;;;;
0,000130381;0,000191597;0,000204564;;;;;;;;
0,000143953;0,000143151;0,00015284;;;;;;;;
0,000157027;0,000105389;0,000112522;;;;;;;;
0,000143753;9,89E-05;1,06E-04;;;;;;;;
0,000131977;9,22E-05;9,85E-05;;;;;;;;
0,000124244;8,89E-05;9,49E-05;;;;;;;;
0,000101766;8,36E-05;8,92E-05;;;;;;;;
0,00007547;7,19E-05;7,68E-05;;;;;;;;
0,00006504;6,38E-05;6,82E-05;;;;;;;;
0,000061498;5,95E-05;6,36E-05;;;;;;;;
0,000061798;6,24E-05;6,66E-05;;;;;;;;
0,000065789;7,53E-05;8,04E-05;;;;;;;;
0,000075519;8,30E-05;8,86E-05;;;;;;;;
0,000085124;9,23E-05;9,86E-05;;;;;;;;
0,000098321;0,000132149;0,000141094;;;;;;;;
0,00010925;0,000206924;0,00022093;;;;;;;;
0,000115537;0,000231187;0,000246834;;;;;;;;
0,000122273;0,00023519;0,000251108;;;;;;;;
0,000130032;0,000239628;0,000255847;;;;;;;;
0,00013083;0,000215147;0,000229709;;;;;;;;
0,000124891;0,000184759;0,000197264;;;;;;;;
0,000122896;0,000182281;0,000194618;;;;;;;;
0,000119554;0,000198047;0,000211451;;;;;;;;
0,000116185;0,000198374;0,0002118;;;;;;;;
0,000117782;0,000190941;0,000203864;;;;;;;;
0,000120626;0,00014266;0,000152316;;;;;;;;
0,00012115;0,000105027;0,000112135;;;;;;;;
0,000123869;9,86E-05;1,05E-04;;;;;;;;
0,000122622;9,19E-05;9,81E-05;;;;;;;;
0,000124369;8,86E-05;9,45E-05;;;;;;;;
0,000105507;8,40E-05;8,97E-05;;;;;;;;
0,000083877;8,45E-05;9,02E-05;;;;;;;;
0,000070754;8,19E-05;8,74E-05;;;;;;;;
0,00006539;7,41E-05;7,92E-05;;;;;;;;
0,000066163;7,45E-05;7,96E-05;;;;;;;;
0,000068558;7,69E-05;8,21E-05;;;;;;;;
0,000071777;7,89E-05;8,42E-05;;;;;;;;
0,000065963;8,63E-05;9,21E-05;;;;;;;;
0,000079386;0,000139995;0,000149471;;;;;;;;
0,000100693;0,000192204;0,000205212;;;;;;;;
0,000118555;0,000203983;0,00021779;;;;;;;;
0,000130331;0,000208921;0,000223062;;;;;;;;
0,00013567;0,000211825;0,000226162;;;;;;;;
0,000139038;0,00020496;0,000218833;;;;;;;;
0,000133001;0,000172505;0,00018418;;;;;;;;
0,000125491;0,00012583;0,000134347;;;;;;;;
0,000120002;9,78E-05;1,04E-04;;;;;;;;
0,000117258;8,38E-05;8,95E-05;;;;;;;;
0,000119403;8,87E-05;9,47E-05;;;;;;;;
0,000122447;9,15E-05;9,77E-05;;;;;;;;
0,00012392;9,55E-05;1,02E-04;;;;;;;;
0,000125516;9,91E-05;1,06E-04;;;;;;;;
0,000122373;9,34E-05;9,97E-05;;;;;;;;
0,00012649;8,52E-05;9,09E-05;;;;;;;;
0,000108925;7,70E-05;8,22E-05;;;;;;;;
0,000087694;6,87E-05;7,33E-05;;;;;;;;
0,000073897;5,89E-05;6,29E-05;;;;;;;;
0,000068983;5,14E-05;5,48E-05;;;;;;;;
0,000068609;4,78E-05;5,10E-05;;;;;;;;
0,000069756;4,75E-05;5,07E-05;;;;;;;;
0,000070703;4,92E-05;5,26E-05;;;;;;;;
0,000061124;4,96E-05;5,30E-05;;;;;;;;
0,000074197;5,55E-05;5,92E-05;;;;;;;;
0,000096276;5,86E-05;6,25E-05;;;;;;;;
0,000114463;6,89E-05;7,36E-05;;;;;;;;
0,000124543;7,63E-05;8,15E-05;;;;;;;;
0,00014061;8,55E-05;9,13E-05;;;;;;;;
0,000141432;8,98E-05;9,59E-05;;;;;;;;
0,000132626;8,65E-05;9,24E-05;;;;;;;;
0,000125142;7,80E-05;8,33E-05;;;;;;;;
0,000112692;7,06E-05;7,54E-05;;;;;;;;
0,0001091;6,79E-05;7,25E-05;;;;;;;;
0,000113766;8,22E-05;8,78E-05;;;;;;;;
0,000119827;8,72E-05;9,31E-05;;;;;;;;
0,000124468;9,28E-05;9,91E-05;;;;;;;;
0,000127961;9,51E-05;1,01E-04;;;;;;;;
0,000122821;8,72E-05;9,31E-05;;;;;;;;
0,000122722;7,62E-05;8,13E-05;;;;;;;;
0,000098547;7,18E-05;7,67E-05;;;;;;;;
0,000075694;7,11E-05;7,60E-05;;;;;;;;
0,000064891;6,32E-05;6,74E-05;;;;;;;;
0,000062322;5,89E-05;6,29E-05;;;;;;;;
0,00006302;6,18E-05;6,59E-05;;;;;;;;
0,000067786;7,45E-05;7,96E-05;;;;;;;;
0,000078114;8,21E-05;8,77E-05;;;;;;;;
0,000086347;9,14E-05;9,76E-05;;;;;;;;
0,000100891;0,000130771;0,000139622;;;;;;;;
0,000110696;0,000204767;0,000218627;;;;;;;;
0,000115511;0,000228778;0,000244262;;;;;;;;
0,000119104;0,000232739;0,000248492;;;;;;;;
0,000131529;0,000237131;0,000253181;;;;;;;;
0,000126189;0,000212906;0,000227316;;;;;;;;
0,000122298;0,000182833;0,000195207;;;;;;;;
0,000120601;0,000180381;0,000192589;;;;;;;;
0,00011868;0,000195984;0,000209248;;;;;;;;
0,000114489;0,000196306;0,000209592;;;;;;;;
0,000113392;0,00018895;0,000201738;;;;;;;;
0,000119504;0,000141173;0,000150728;;;;;;;;
0,000122696;0,000103933;0,000110967;;;;;;;;
0,000126937;9,75E-05;1,04E-04;;;;;;;;
0,000124468;9,09E-05;9,71E-05;;;;;;;;
0,000121375;8,76E-05;9,36E-05;;;;;;;;
0,000096526;8,24E-05;8,80E-05;;;;;;;;
0,000075344;7,09E-05;7,57E-05;;;;;;;;
0,000065016;6,29E-05;6,72E-05;;;;;;;;
0,000062621;5,87E-05;6,27E-05;;;;;;;;
0,000062596;6,15E-05;6,57E-05;;;;;;;;
0,000066937;7,43E-05;7,93E-05;;;;;;;;
0,000078014;8,18E-05;8,74E-05;;;;;;;;
0,000085274;9,11E-05;9,72E-05;;;;;;;;
0,000097923;0,00013031;0,00013913;;;;;;;;
0,000107503;0,000204044;0,000217855;;;;;;;;
0,000112993;0,000227969;0,000243399;;;;;;;;
0,000120276;0,000231916;0,000247613;;;;;;;;
0,00012342;0,000236295;0,000252288;;;;;;;;
0,000122049;0,000212154;0,000226514;;;;;;;;
0,000119928;0,000182188;0,000194519;;;;;;;;
0,000116185;0,000179744;0,000191909;;;;;;;;
0,000112743;0,000195292;0,000208509;;;;;;;;
0,000115462;0,000195613;0,000208852;;;;;;;;
0,000117582;0,000188283;0,000201026;;;;;;;;
0,00012377;0,000140676;0,000150198;;;;;;;;
0,000123695;0,000103566;0,000110575;;;;;;;;
0,000125465;9,72E-05;1,04E-04;;;;;;;;
0,00012574;9,06E-05;9,68E-05;;;;;;;;
0,000121325;8,73E-05;9,32E-05;;;;;;;;
0,000097;8,21E-05;8,77E-05;;;;;;;;
0,000074372;7,06E-05;7,54E-05;;;;;;;;
0,000064193;6,27E-05;6,70E-05;;;;;;;;
0,000061797;5,85E-05;6,24E-05;;;;;;;;
0,000062821;6,13E-05;6,55E-05;;;;;;;;
0,000067236;7,40E-05;7,90E-05;;;;;;;;
0,000077789;8,15E-05;8,70E-05;;;;;;;;
0,000084078;9,07E-05;9,69E-05;;;;;;;;
0,000099969;0,000129847;0,000138636;;;;;;;;
0,000110571;0,000203318;0,00021708;;;;;;;;
0,000116335;0,000227159;0,000242534;;;;;;;;
0,00011661;0,000231092;0,000246733;;;;;;;;
0,000127212;0,000235453;0,000251389;;;;;;;;
0,000125541;0,0002114;0,000225709;;;;;;;;
0,000120327;0,000181539;0,000193826;;;;;;;;
0,000114464;0,000179105;0,000191227;;;;;;;;
0,000111545;0,000194598;0,000207768;;;;;;;;
0,000108402;0,000194918;0,00020811;;;;;;;;
0,000115661;0,000187614;0,000200312;;;;;;;;
0,000120526;0,000140175;0,000149663;;;;;;;;
0,00012377;0,000103199;0,000110183;;;;;;;;
0,00012589;9,69E-05;1,03E-04;;;;;;;;
0,000124917;9,03E-05;9,64E-05;;;;;;;;
0,000120826;8,70E-05;9,29E-05;;;;;;;;
0,000097598;8,18E-05;8,74E-05;;;;;;;;
0,000074646;7,04E-05;7,51E-05;;;;;;;;
0,000063694;6,25E-05;6,67E-05;;;;;;;;
0,000061348;5,83E-05;6,22E-05;;;;;;;;
0,000062196;6,11E-05;6,52E-05;;;;;;;;
0,000065889;7,37E-05;7,87E-05;;;;;;;;
0,000075718;8,12E-05;8,67E-05;;;;;;;;
0,000083677;9,04E-05;9,65E-05;;;;;;;;
0,000096602;0,000129382;0,000138139;;;;;;;;
0,000106306;0,000202592;0,000216304;;;;;;;;
0,000112469;0,000226347;0,000241667;;;;;;;;
0,000116884;0,000230265;0,00024585;;;;;;;;
0,000126139;0,000234611;0,00025049;;;;;;;;
0,000125716;0,000210642;0,000224899;;;;;;;;
0,000117682;0,00018089;0,000193133;;;;;;;;
0,000114713;0,000178464;0,000190543;;;;;;;;
0,000110571;0,000193901;0,000207024;;;;;;;;
0,000109675;0,00019422;0,000207365;;;;;;;;
0,000114016;0,000186943;0,000199595;;;;;;;;
0,000119553;0,000139673;0,000149127;;;;;;;;
0,000123496;0,000102829;0,000109788;;;;;;;;
0,000124794;9,65E-05;1,03E-04;;;;;;;;
0,000124418;9,00E-05;9,61E-05;;;;;;;;
0,000119503;8,67E-05;9,26E-05;;;;;;;;
0,000095503;8,15E-05;8,71E-05;;;;;;;;
0,000074945;7,01E-05;7,49E-05;;;;;;;;
0,000064043;6,23E-05;6,65E-05;;;;;;;;
0,000061199;5,81E-05;6,20E-05;;;;;;;;
0,000061449;6,09E-05;6,50E-05;;;;;;;;
0,000065839;7,35E-05;7,85E-05;;;;;;;;
0,000075095;8,09E-05;8,64E-05;;;;;;;;
0,000082504;9,01E-05;9,62E-05;;;;;;;;
0,000097049;0,000128916;0,000137642;;;;;;;;
0,000107353;0,000201863;0,000215526;;;;;;;;
0,000116036;0,000225532;0,000240797;;;;;;;;
0,000122771;0,000229437;0,000244966;;;;;;;;
0,000130531;0,000233766;0,000249588;;;;;;;;
0,000129857;0,000209885;0,000224091;;;;;;;;
0,000122348;0,00018024;0,000192439;;;;;;;;
0,000118481;0,000177822;0,000189857;;;;;;;;
0,000116335;0,000193203;0,000206279;;;;;;;;
0,000115437;0,000193521;0,000206619;;;;;;;;
0,000118905;0,00018627;0,000198877;;;;;;;;
0,000121274;0,000139171;0,000148591;;;;;;;;
0,000122174;0,000102459;0,000109393;;;;;;;;
0,000124643;9,62E-05;1,03E-04;;;;;;;;
0,000122422;8,97E-05;9,57E-05;;;;;;;;
0,000119427;8,64E-05;9,22E-05;;;;;;;;
0,000100542;8,20E-05;8,75E-05;;;;;;;;
0,000080385;8,24E-05;8,80E-05;;;;;;;;
0,000066686;7,99E-05;8,53E-05;;;;;;;;
0,000062445;7,23E-05;7,72E-05;;;;;;;;
0,000060576;7,27E-05;7,76E-05;;;;;;;;
0,000061922;7,50E-05;8,01E-05;;;;;;;;
0,000066513;7,69E-05;8,21E-05;;;;;;;;
0,000063195;8,42E-05;8,99E-05;;;;;;;;
0,000078339;0,000136548;0,00014579;;;;;;;;
0,000100118;0,000187474;0,000200162;;;;;;;;
0,000119802;0,000198962;0,000212429;;;;;;;;
0,000127936;0,00020378;0,000217573;;;;;;;;
0,000134149;0,00020661;0,000220594;;;;;;;;
0,000135894;0,000199915;0,000213446;;;;;;;;
0,000129558;0,000168259;0,000179647;;;;;;;;
0,000123171;0,000122733;0,00013104;;;;;;;;
0,000119179;9,54E-05;1,02E-04;;;;;;;;
0,000117582;8,17E-05;8,73E-05;;;;;;;;
0,000119828;8,66E-05;9,24E-05;;;;;;;;
0,000121574;8,93E-05;9,53E-05;;;;;;;;
0,000119778;9,32E-05;9,95E-05;;;;;;;;
0,00012155;9,66E-05;1,03E-04;;;;;;;;
0,000121224;9,11E-05;9,73E-05;;;;;;;;
0,000118905;8,31E-05;8,87E-05;;;;;;;;
0,00010194;7,51E-05;8,02E-05;;;;;;;;
0,000081906;6,70E-05;7,15E-05;;;;;;;;
0,000069383;5,60E-05;5,98E-05;;;;;;;;
0,000060975;4,66E-05;4,98E-05;;;;;;;;
0,000061073;4,63E-05;4,94E-05;;;;;;;;
0,00006302;4,80E-05;5,13E-05;;;;;;;;
0,000057032;4,84E-05;5,17E-05;;;;;;;;
0,000068609;5,41E-05;5,78E-05;;;;;;;;
0,000087219;5,71E-05;6,10E-05;;;;;;;;
0,000104535;6,72E-05;7,17E-05;;;;;;;;
0,000117332;7,44E-05;7,95E-05;;;;;;;;
0,000132701;8,34E-05;8,90E-05;;;;;;;;
0,00013567;8,76E-05;9,35E-05;;;;;;;;
0,000124019;8,44E-05;9,01E-05;;;;;;;;
0,000117732;7,61E-05;8,13E-05;;;;;;;;
0,000108126;6,88E-05;7,35E-05;;;;;;;;
0,000104684;6,62E-05;7,07E-05;;;;;;;;
0,000110023;8,02E-05;8,56E-05;;;;;;;;
0,00011661;8,50E-05;9,08E-05;;;;;;;;
0,000120751;9,05E-05;9,66E-05;;;;;;;;
0,000120776;9,27E-05;9,90E-05;;;;;;;;
0,000120153;8,50E-05;9,08E-05;;;;;;;;
0,000114888;7,43E-05;7,93E-05;;;;;;;;
0,000091412;7,01E-05;7,48E-05;;;;;;;;
0,000071178;6,94E-05;7,41E-05;;;;;;;;
0,000063269;6,16E-05;6,58E-05;;;;;;;;
0,0000604;5,74E-05;6,13E-05;;;;;;;;
0,000057806;6,02E-05;6,43E-05;;;;;;;;
0,000061872;7,27E-05;7,76E-05;;;;;;;;
0,000071777;8,01E-05;8,55E-05;;;;;;;;
0,000080733;8,91E-05;9,51E-05;;;;;;;;
0,000095402;0,000127514;0,000136145;;;;;;;;
0,000103461;0,000199667;0,000213182;;;;;;;;
0,000109973;0,000223079;0,000238178;;;;;;;;
0,000114264;0,000226941;0,000242301;;;;;;;;
0,000123121;0,000231224;0,000246874;;;;;;;;
0,000127787;0,000207603;0,000221655;;;;;;;;
0,000121598;0,00017828;0,000190346;;;;;;;;
0,000119853;0,000175888;0,000187792;;;;;;;;
0,000117332;0,000191102;0,000204036;;;;;;;;
0,000114389;0,000191417;0,000204372;;;;;;;;
0,000119354;0,000184244;0,000196714;;;;;;;;
0,000127986;0,000137657;0,000146974;;;;;;;;
0,000129058;0,000101344;0,000108203;;;;;;;;
0,000130456;9,51E-05;1,02E-04;;;;;;;;
0,000127686;8,87E-05;9,47E-05;;;;;;;;
0,000122048;8,54E-05;9,12E-05;;;;;;;;
0,000096476;8,04E-05;8,58E-05;;;;;;;;
0,000075121;6,91E-05;7,38E-05;;;;;;;;
0,000065365;6,14E-05;6,55E-05;;;;;;;;
0,000061498;5,72E-05;6,11E-05;;;;;;;;
0,000059303;6,00E-05;6,41E-05;;;;;;;;
0,000062023;7,24E-05;7,73E-05;;;;;;;;
0,000069157;7,98E-05;8,52E-05;;;;;;;;
0,000075069;8,88E-05;9,48E-05;;;;;;;;
0,000088468;0,000127046;0,000135645;;;;;;;;
0,000099744;0,000198933;0,000212398;;;;;;;;
0,000108975;0,00022226;0,000237303;;;;;;;;
0,000115711;0,000226107;0,000241411;;;;;;;;
0,000122048;0,000230374;0,000245966;;;;;;;;
0,000123595;0,000206839;0,000220839;;;;;;;;
0,000115812;0,000177624;0,000189646;;;;;;;;
0,00011344;0,000175242;0,000187103;;;;;;;;
0,000110447;0,000190399;0,000203285;;;;;;;;
0,000108101;0,000190714;0,000203622;;;;;;;;
0,000113241;0,000183567;0,000195991;;;;;;;;
0,000122273;0,000137152;0,000146435;;;;;;;;
0,000128684;0,000100972;0,000107806;;;;;;;;
0,000127686;9,48E-05;1,01E-04;;;;;;;;
0,000128061;8,84E-05;9,43E-05;;;;;;;;
0,000121698;8,51E-05;9,09E-05;;;;;;;;
0,000098547;8,01E-05;8,55E-05;;;;;;;;
0,00007749;6,89E-05;7,35E-05;;;;;;;;
0,000067186;6,11E-05;6,53E-05;;;;;;;;
0,00006267;5,70E-05;6,09E-05;;;;;;;;
0,000061149;5,98E-05;6,38E-05;;;;;;;;
0,000064118;7,21E-05;7,70E-05;;;;;;;;
0,000071179;7,95E-05;8,49E-05;;;;;;;;
0,000074621;8,84E-05;9,44E-05;;;;;;;;
0,000088716;0,000126577;0,000135145;;;;;;;;
0,000100069;0,000198199;0,000211613;;;;;;;;
0,000106955;0,00022144;0,000236428;;;;;;;;
0,000112891;0,000225272;0,000240519;;;;;;;;
0,000119877;0,000229524;0,000245059;;;;;;;;
0,000119928;0,000206076;0,000220024;;;;;;;;
0,000118032;0,000176969;0,000188947;;;;;;;;
0,000109573;0,000174594;0,000186411;;;;;;;;
0,000111121;0,000189696;0,000202535;;;;;;;;
0,000106031;0,000190009;0,000202869;;;;;;;;
0,000111071;0,00018289;0,000195268;;;;;;;;
0,000119453;0,000136646;0,000145895;;;;;;;;
0,000122746;0,000100599;0,000107408;;;;;;;;
0,000124917;9,44E-05;1,01E-04;;;;;;;;
0,000127063;8,80E-05;9,40E-05;;;;;;;;
0,000120825;8,48E-05;9,06E-05;;;;;;;;
0,0000971;7,98E-05;8,52E-05;;;;;;;;
0,000076293;6,86E-05;7,32E-05;;;;;;;;
0,00006579;6,09E-05;6,50E-05;;;;;;;;
0,00006105;5,68E-05;6,06E-05;;;;;;;;
0,000058629;5,96E-05;6,36E-05;;;;;;;;
0,000061348;7,19E-05;7,67E-05;;;;;;;;
0,000069507;7,92E-05;8,45E-05;;;;;;;;
0,00007512;8,81E-05;9,41E-05;;;;;;;;
0,000086397;0,000126108;0,000134644;;;;;;;;
0,000098772;0,000197464;0,000210828;;;;;;;;
0,000106306;0,000220616;0,000235548;;;;;;;;
0,000114963;0,000224437;0,000239628;;;;;;;;
0,000123869;0,000228673;0,00024415;;;;;;;;
0,000122673;0,000205312;0,000219209;;;;;;;;
0,000118356;0,000176311;0,000188244;;;;;;;;
0,000115487;0,000173947;0,00018572;;;;;;;;
0,000110697;0,000188993;0,000201784;;;;;;;;
0,000109699;0,000189306;0,000202118;;;;;;;;
0,000113516;0,000182211;0,000194543;;;;;;;;
0,000122248;0,000136138;0,000145353;;;;;;;;
0,00012372;0,000100226;0,000107009;;;;;;;;
0,000125341;9,41E-05;1,00E-04;;;;;;;;
0,000126539;8,77E-05;9,36E-05;;;;;;;;
0,000120801;8,45E-05;9,02E-05;;;;;;;;
0,00009695;7,95E-05;8,49E-05;;;;;;;;
0,000076069;6,83E-05;7,30E-05;;;;;;;;
0,000065739;6,07E-05;6,48E-05;;;;;;;;
0,00006085;5,66E-05;6,04E-05;;;;;;;;
0,000058728;5,93E-05;6,34E-05;;;;;;;;
