Hour;AC Production;DC to AC loss
4603;1,676;0,186
4604;0;0
4605;0;0
4606;0;0
4607;0;0
4608;0;0
4609;0;0
4610;0;0
4611;0;0
4612;1,330;0,148
4613;15,836;1,760
4614;52,291;5,810
4615;92,840;10,316
4616;130,941;14,549
4617;162,686;18,076
4618;159,281;17,698
4619;138,001;15,333
4620;104,797;11,644
4621;129,324;14,369
4622;138,415;15,379
4623;129,637;14,404
4624;84,217;9,357
4625;43,033;4,781
4626;13,429;1,492
4627;1,316;0,146
4628;0;0
4629;0;0
4630;0;0
4631;0;0
4632;0;0
4633;0;0
4634;0;0
4635;0;0
4636;2,862;0,318
4637;37,584;4,176
4638;108,802;12,089
4639;167,296;18,588
4640;238,207;26,467
4641;307,687;34,187
4642;354,749;39,417
4643;359,204;39,912
4644;322,631;35,848
4645;306,306;34,034
4646;268,487;29,832
4647;216,349;24,039
4648;142,966;15,885
4649;77,070;8,563
4650;23,984;2,665
4651;2,042;0,227
4652;0;0
4653;0;0
4654;0;0
4655;0;0
4656;0;0
4657;0;0
4658;0;0
4659;0;0
4660;3,270;0,363
4661;31,661;3,518
4662;85,482;9,498
4663;134,147;14,905
4664;163,368;18,152
4665;165,025;18,336
4666;161,651;17,961
4667;140,926;15,658
4668;107,126;11,903
4669;131,783;14,643
4670;141,029;15,670
4671;131,944;14,660
4672;78,200;8,689
4673;35,119;3,902
4674;8,806;0,978
4675;1,724;0,192
4676;0;0
4677;0;0
4678;0;0
4679;0;0
4680;0;0
4681;0;0
4682;0;0
4683;0;0
4684;3,775;0,419
4685;38,318;4,258
4686;107,607;11,956
4687;165,505;18,389
4688;226,705;25,190
4689;267,611;29,735
4690;279,306;31,034
4691;254,090;28,232
4692;204,270;22,697
4693;241,307;26,812
4694;247,857;27,540
4695;223,466;24,830
4696;173,790;19,310
4697;110,649;12,294
4698;42,706;4,745
4699;3,684;0,409
4700;0;0
4701;0;0
4702;0;0
4703;0;0
4704;0;0
4705;0;0
4706;0;0
4707;0;0
4708;1,343;0,149
4709;11,908;1,323
4710;26,655;2,962
4711;63,931;7,103
4712;112,887;12,543
4713;165,915;18,435
4714;254,427;28,270
4715;320,260;35,584
4716;363,098;40,344
4717;309,864;34,429
4718;224,759;24,973
4719;130,124;14,458
4720;90,862;10,096
4721;50,375;5,597
4722;16,618;1,846
4723;1,324;0,147
4724;0;0
4725;0;0
4726;0;0
4727;0;0
4728;0;0
4729;0;0
4730;0;0
4731;0;0
4732;3,322;0,369
4733;34,908;3,879
4734;95,809;10,645
4735;165,113;18,346
4736;242,625;26,958
4737;320,154;35,573
4738;362,621;40,291
4739;348,800;38,756
4740;276,632;30,737
4741;281,704;31,300
4742;261,977;29,109
4743;222,128;24,681
4744;172,713;19,190
4745;110,619;12,291
4746;41,744;4,638
4747;3,312;0,368
4748;0;0
4749;0;0
4750;0;0
4751;0;0
4752;0;0
4753;0;0
4754;0;0
4755;0;0
4756;3,406;0,378
4757;31,444;3,494
4758;71,541;7,949
4759;115,766;12,863
4760;150,750;16,750
4761;164,430;18,270
4762;188,518;20,946
4763;201,648;22,405
4764;202,032;22,448
4765;239,024;26,558
4766;245,528;27,281
4767;220,775;24,531
4768;136,091;15,121
4769;64,575;7,175
4770;16,572;1,841
4771;1,352;0,150
4772;0;0
4773;0;0
4774;0;0
4775;0;0
4776;0;0
4777;0;0
4778;0;0
4779;0;0
4780;2,555;0,284
4781;30,536;3,393
4782;94,738;10,526
4783;152,442;16,938
4784;212,325;23,592
4785;263,570;29,286
4786;276,816;30,757
4787;252,115;28,013
4788;202,198;22,467
4789;189,861;21,096
4790;165,379;18,375
4791;131,472;14,608
4792;144,326;16,036
4793;102,691;11,410
4794;40,055;4,451
4795;3,290;0,366
4796;0;0
4797;0;0
4798;0;0
4799;0;0
4800;0;0
4801;0;0
4802;0;0
4803;0;0
4804;2,555;0,284
4805;33,299;3,700
4806;106,529;11,837
4807;167,954;18,662
4808;240,377;26,709
4809;309,809;34,423
4810;359,729;39,970
4811;379,410;42,157
4812;385,976;42,886
4813;368,710;40,968
4814;320,712;35,635
4815;258,647;28,739
4816;177,568;19,730
4817;105,494;11,722
4818;35,990;3,999
4819;2,847;0,316
4820;0;0
4821;0;0
4822;0;0
4823;0;0
4824;0;0
4825;0;0
4826;0;0
4827;0;0
4828;2,940;0,327
4829;33,936;3,771
4830;102,897;11,433
4831;165,445;18,383
4832;232,072;25,786
4833;301,648;33,516
4834;355,621;39,513
4835;381,710;42,412
4836;400,588;44,510
4837;386,036;42,893
4838;336,313;37,368
4839;271,707;30,190
4840;186,808;20,757
4841;112,554;12,506
4842;39,312;4,368
4843;2,851;0,317
4844;0;0
4845;0;0
4846;0;0
4847;0;0
4848;0;0
4849;0;0
4850;0;0
4851;0;0
4852;2,960;0,329
4853;33,228;3,692
4854;101,764;11,307
4855;164,656;18,295
4856;235,068;26,119
4857;304,719;33,858
4858;355,462;39,496
4859;379,762;42,196
4860;397,111;44,123
4861;364,658;40,518
4862;264,733;29,415
4863;126,386;14,043
4864;111,009;12,334
4865;72,392;8,044
4866;25,866;2,874
4867;2,450;0,272
4868;0;0
4869;0;0
4870;0;0
4871;0;0
4872;0;0
4873;0;0
4874;0;0
4875;0;0
4876;2,111;0,235
4877;27,216;3,024
4878;80,066;8,896
4879;158,563;17,618
4880;230,362;25,596
4881;298,338;33,149
4882;348,391;38,710
4883;370,944;41,216
4884;383,810;42,646
4885;370,060;41,118
4886;321,885;35,765
4887;259,404;28,823
4888;163,918;18,213
4889;75,767;8,419
4890;13,965;1,552
4891;0,933;0,104
4892;0;0
4893;0;0
4894;0;0
4895;0;0
4896;0;0
4897;0;0
4898;0;0
4899;0;0
4900;1,325;0,147
4901;15,784;1,754
4902;46,313;5,146
4903;95,514;10,613
4904;153,665;17,074
4905;210,808;23,423
4906;222,846;24,761
4907;213,726;23,747
4908;187,626;20,847
4909;201,553;22,395
4910;196,565;21,841
4911;171,420;19,047
4912;108,800;12,089
4913;52,560;5,840
4914;13,892;1,544
4915;0,956;0,106
4916;0;0
4917;0;0
4918;0;0
4919;0;0
4920;0;0
4921;0;0
4922;0;0
4923;0;0
4924;0,975;0,108
4925;11,466;1,274
4926;23,830;2,648
4927;59,785;6,643
4928;105,987;11,776
4929;156,784;17,420
4930;243,682;27,076
4931;310,159;34,462
4932;352,283;39,143
4933;326,240;36,249
4934;274,478;30,498
4935;209,996;23,333
4936;127,290;14,143
4937;58,082;6,454
4938;13,340;1,482
4939;0,950;0,106
4940;0;0
4941;0;0
4942;0;0
4943;0;0
4944;0;0
4945;0;0
4946;0;0
4947;0;0
4948;0,280;0,031
4949;6,608;0,734
4950;23,318;2,591
4951;44,828;4,981
4952;65,971;7,330
4953;84,102;9,345
4954;96,426;10,714
4955;102,791;11,421
4956;102,626;11,403
4957;96,477;10,720
4958;83,491;9,277
4959;65,349;7,261
4960;58,901;6,545
4961;38,560;4,284
4962;13,480;1,498
4963;0,958;0,106
4964;0;0
4965;0;0
4966;0;0
4967;0;0
4968;0;0
4969;0;0
4970;0;0
4971;0;0
4972;1,714;0,190
4973;27,162;3,018
4974;95,533;10,615
4975;159,121;17,680
4976;223,828;24,870
4977;296,792;32,977
4978;345,622;38,403
4979;369,184;41,020
4980;383,869;42,652
4981;370,177;41,131
4982;321,510;35,723
4983;257,195;28,577
4984;165,419;18,380
4985;82,247;9,139
4986;18,108;2,012
4987;1,673;0,186
4988;0;0
4989;0;0
4990;0;0
4991;0;0
4992;0;0
4993;0;0
4994;0;0
4995;0;0
4996;0,612;0,068
4997;12,242;1,360
4998;44,030;4,892
4999;84,385;9,376
5000;123,444;13,716
5001;156,343;17,371
5002;179,630;19,959
5003;191,164;21,240
5004;191,209;21,245
5005;204,684;22,743
5006;198,363;22,040
5007;172,077;19,120
5008;96,177;10,686
5009;37,500;4,167
5010;6,534;0,726
5011;0,608;0,068
5012;0;0
5013;0;0
5014;0;0
5015;0;0
5016;0;0
5017;0;0
5018;0;0
5019;0;0
5020;0,617;0,069
5021;11,919;1,324
5022;44,083;4,898
5023;113,818;12,646
5024;194,483;21,609
5025;274,937;30,549
5026;326,541;36,282
5027;356,554;39,617
5028;376,254;41,806
5029;371,816;41,313
5030;327,300;36,367
5031;264,356;29,373
5032;178,809;19,868
5033;104,624;11,625
5034;30,977;3,442
5035;1,694;0,188
5036;0;0
5037;0;0
5038;0;0
5039;0;0
5040;0;0
5041;0;0
5042;0;0
5043;0;0
5044;0,983;0,109
5045;22,540;2,504
5046;86,848;9,650
5047;153,332;17,037
5048;219,613;24,401
5049;289,513;32,168
5050;332,447;36,939
5051;350,803;38,978
5052;344,749;38,305
5053;347,009;38,557
5054;310,859;34,540
5055;253,446;28,161
5056;171,647;19,072
5057;100,184;11,132
5058;29,725;3,303
5059;1,306;0,145
5060;0;0
5061;0;0
5062;0;0
5063;0;0
5064;0;0
5065;0;0
5066;0;0
5067;0;0
5068;0,613;0,068
5069;7,448;0,828
5070;21,805;2,423
5071;43,310;4,812
5072;64,607;7,179
5073;82,709;9,190
5074;96,087;10,676
5075;102,695;11,411
5076;102,680;11,409
5077;96,929;10,770
5078;83,676;9,297
5079;65,899;7,322
5080;43,981;4,887
5081;22,697;2,522
5082;5,848;0,650
5083;0,624;0,069
5084;0;0
5085;0;0
5086;0;0
5087;0;0
5088;0;0
5089;0;0
5090;0;0
5091;0;0
5092;0,977;0,109
5093;22,644;2,516
5094;89,644;9,960
5095;154,207;17,134
5096;215,640;23,960
5097;286,704;31,856
5098;333,837;37,093
5099;359,009;39,890
5100;374,531;41,615
5101;359,749;39,972
5102;306,439;34,049
5103;237,062;26,340
5104;158,392;17,599
5105;89,439;9,938
5106;22,225;2,469
5107;0,932;0,104
5108;0;0
5109;0;0
5110;0;0
5111;0;0
5112;0;0
5113;0;0
5114;0;0
5115;0;0
5116;0,606;0,067
5117;14,798;1,644
5118;55,856;6,206
5119;134,498;14,944
5120;210,810;23,423
5121;284,993;31,666
5122;319,922;35,547
5123;294,978;32,775
5124;181,592;20,177
5125;235,064;26,118
5126;246,520;27,391
5127;219,289;24,365
5128;136,874;15,208
5129;65,440;7,271
5130;13,636;1,515
5131;0,598;0,066
5132;0;0
5133;0;0
5134;0;0
5135;0;0
5136;0;0
5137;0;0
5138;0;0
5139;0;0
5140;0,609;0,068
5141;10,856;1,206
5142;39,476;4,386
5143;78,811;8,757
5144;118,603;13,178
5145;152,836;16,982
5146;174,985;19,443
5147;186,958;20,773
5148;185,911;20,657
5149;149,830;16,648
5150;106,300;11,811
5151;62,794;6,977
5152;91,828;10,203
5153;67,275;7,475
5154;19,145;2,127
5155;0,619;0,069
5156;0;0
5157;0;0
5158;0;0
5159;0;0
5160;0;0
5161;0;0
5162;0;0
5163;0;0
5164;0,289;0,032
5165;6,387;0,710
5166;21,213;2,357
5167;43,352;4,817
5168;65,138;7,238
5169;84,201;9,356
5170;97,852;10,872
5171;104,888;11,654
5172;104,659;11,629
5173;97,291;10,810
5174;83,354;9,262
5175;64,932;7,215
5176;56,862;6,318
5177;34,505;3,834
5178;9,420;1,047
5179;0,287;0,032
5180;0;0
5181;0;0
5182;0;0
5183;0;0
5184;0;0
5185;0;0
5186;0;0
5187;0;0
5188;0,288;0,032
5189;4,622;0,514
5190;20,509;2,279
5191;116,938;12,993
5192;213,839;23,760
5193;299,021;33,225
5194;331,595;36,844
5195;305,047;33,894
5196;189,220;21,024
5197;201,330;22,370
5198;192,760;21,418
5199;164,357;18,262
5200;132,428;14,714
5201;78,323;8,703
5202;19,088;2,121
5203;0,612;0,068
5204;0;0
5205;0;0
5206;0;0
5207;0;0
5208;0;0
5209;0;0
5210;0;0
5211;0;0
5212;0,618;0,069
5213;17,955;1,995
5214;83,220;9,247
5215;150,540;16,727
5216;216,475;24,053
5217;291,679;32,409
5218;336,595;37,399
5219;364,600;40,511
5220;380,067;42,230
5221;367,622;40,847
5222;316,324;35,147
5223;248,929;27,659
5224;165,773;18,419
5225;92,332;10,259
5226;20,119;2,235
5227;0,607;0,067
5228;0;0
5229;0;0
5230;0;0
5231;0;0
5232;0;0
5233;0;0
5234;0;0
5235;0;0
5236;0,624;0,069
5237;14,731;1,637
5238;37,870;4,208
5239;118,871;13,208
5240;204,544;22,727
5241;284,641;31,627
5242;330,614;36,735
5243;358,647;39,850
5244;377,715;41,968
5245;365,478;40,609
5246;314,235;34,915
5247;246,506;27,390
5248;162,016;18,002
5249;88,916;9,880
5250;18,204;2,023
5251;0,274;0,030
5252;0;0
5253;0;0
5254;0;0
5255;0;0
5256;0;0
5257;0;0
5258;0;0
5259;0;0
5260;0,283;0,031
5261;16,714;1,857
5262;79,832;8,870
5263;146,890;16,321
5264;205,791;22,866
5265;277,589;30,843
5266;324,263;36,029
5267;351,491;39,055
5268;369,247;41,027
5269;358,703;39,856
5270;309,048;34,339
5271;243,261;27,029
5272;156,522;17,391
5273;80,536;8,948
5274;14,060;1,562
5275;0,272;0,030
5276;0;0
5277;0;0
5278;0;0
5279;0;0
5280;0;0
5281;0;0
5282;0;0
5283;0;0
5284;0,281;0,031
5285;10,948;1,216
5286;50,323;5,591
5287;114,083;12,676
5288;183,047;20,339
5289;254,389;28,265
5290;299,203;33,245
5291;321,960;35,773
5292;329,214;36,579
5293;305,571;33,952
5294;255,600;28,400
5295;191,683;21,298
5296;125,273;13,919
5297;62,521;6,947
5298;11,665;1,296
5299;0,276;0,031
5300;0;0
5301;0;0
5302;0;0
5303;0;0
5304;0;0
5305;0;0
5306;0;0
5307;0;0
5308;0,280;0,031
5309;15,526;1,725
5310;75,747;8,416
5311;144,265;16,029
5312;203,473;22,608
5313;275,823;30,647
5314;322,156;35,795
5315;348,405;38,712
5316;364,376;40,486
5317;352,582;39,176
5318;303,188;33,688
5319;237,440;26,382
5320;155,448;17,272
5321;83,445;9,272
5322;14,469;1,608
5323;0,272;0,030
5324;0;0
5325;0;0
5326;0;0
5327;0;0
5328;0;0
5329;0;0
5330;0;0
5331;0;0
5332;0,280;0,031
5333;14,959;1,662
5334;71,858;7,984
5335;141,584;15,732
5336;200,080;22,231
5337;271,252;30,139
5338;310,989;34,554
5339;319,684;35,521
5340;287,847;31,983
5341;314,280;34,920
5342;288,869;32,097
5343;231,350;25,706
5344;147,004;16,334
5345;69,564;7,729
5346;9,982;1,109
5347;0;0
5348;0;0
5349;0;0
5350;0;0
5351;0;0
5352;0;0
5353;0;0
5354;0;0
5355;0;0
5356;0;0
5357;10,491;1,166
5358;62,741;6,971
5359;132,803;14,756
5360;197,780;21,976
5361;269,501;29,945
5362;311,965;34,663
5363;341,223;37,914
5364;357,987;39,776
5365;345,193;38,355
5366;296,003;32,889
5367;230,621;25,625
5368;146,772;16,308
5369;72,471;8,052
5370;10,463;1,163
5371;0;0
5372;0;0
5373;0;0
5374;0;0
5375;0;0
5376;0;0
5377;0;0
5378;0;0
5379;0;0
5380;0;0
5381;5,644;0,627
5382;32,413;3,601
5383;71,037;7,893
5384;110,001;12,222
5385;142,726;15,858
5386;233,624;25,958
5387;303,326;33,703
5388;343,565;38,174
5389;331,249;36,806
5390;287,023;31,891
5391;225,745;25,083
5392;147,282;16,365
5393;76,589;8,510
5394;11,339;1,260
5395;0;0
5396;0;0
5397;0;0
5398;0;0
5399;0;0
5400;0;0
5401;0;0
5402;0;0
5403;0;0
5404;0;0
5405;6,944;0,772
5406;44,859;4,984
5407;125,508;13,945
5408;195,983;21,776
5409;267,033;29,670
5410;313,156;34,795
5411;338,004;37,556
5412;354,506;39,390
5413;341,355;37,928
5414;291,987;32,443
5415;226,183;25,131
5416;146,219;16,247
5417;75,147;8,350
5418;10,453;1,161
5419;0;0
5420;0;0
5421;0;0
5422;0;0
5423;0;0
5424;0;0
5425;0;0
5426;0;0
5427;0;0
5428;0;0
5429;11,709;1,301
5430;64,394;7,155
5431;132,195;14,688
5432;188,758;20,973
5433;256,862;28,540
5434;297,060;33,007
5435;309,508;34,390
5436;279,916;31,102
5437;251,188;27,910
5438;202,304;22,478
5439;143,911;15,990
5440;91,411;10,157
5441;40,840;4,538
5442;5,932;0,659
5443;0;0
5444;0;0
5445;0;0
5446;0;0
5447;0;0
5448;0;0
5449;0;0
5450;0;0
5451;0;0
5452;0;0
5453;7,371;0,819
5454;30,934;3,437
5455;77,568;8,619
5456;132,440;14,716
5457;188,166;20,907
5458;243,785;27,087
5459;285,310;31,701
5460;310,568;34,508
5461;306,515;34,057
5462;267,222;29,691
5463;211,108;23,456
5464;121,117;13,457
5465;43,948;4,883
5466;3,542;0,394
5467;0;0
5468;0;0
5469;0;0
5470;0;0
5471;0;0
5472;0;0
5473;0;0
5474;0;0
5475;0;0
5476;0;0
5477;5,733;0,637
5478;30,681;3,409
5479;94,169;10,463
5480;169,570;18,841
5481;247,708;27,523
5482;306,096;34,011
5483;340,677;37,853
5484;359,931;39,992
5485;343,808;38,201
5486;292,620;32,513
5487;224,048;24,894
5488;131,298;14,589
5489;47,492;5,277
5490;3,621;0,402
5491;0;0
5492;0;0
5493;0;0
5494;0;0
5495;0;0
5496;0;0
5497;0;0
5498;0;0
5499;0;0
5500;0;0
5501;9,766;1,085
5502;60,160;6,684
5503;134,814;14,979
5504;196,603;21,845
5505;266,518;29,613
5506;316,068;35,119
5507;341,227;37,914
5508;359,894;39,988
5509;344,665;38,296
5510;293,258;32,584
5511;225,470;25,052
5512;143,940;15,993
5513;68,689;7,632
5514;7,680;0,853
5515;0;0
5516;0;0
5517;0;0
5518;0;0
5519;0;0
5520;0;0
5521;0;0
5522;0;0
5523;0;0
5524;0;0
5525;8,887;0,987
5526;61,150;6,794
5527;132,585;14,732
5528;188,540;20,949
5529;257,373;28,597
5530;305,346;33,927
5531;329,819;36,647
5532;348,478;38,720
5533;333,671;37,075
5534;283,613;31,513
5535;217,348;24,150
5536;137,041;15,227
5537;62,815;6,979
5538;6,757;0,751
5539;0;0
5540;0;0
5541;0;0
5542;0;0
5543;0;0
5544;0;0
5545;0;0
5546;0;0
5547;0;0
5548;0;0
5549;8,326;0,925
5550;56,752;6,306
5551;128,712;14,301
5552;182,737;20,304
5553;237,444;26,383
5554;264,108;29,345
5555;261,023;29,003
5556;230,459;25,607
5557;197,831;21,981
5558;150,295;16,699
5559;99,330;11,037
5560;61,307;6,812
5561;24,852;2,761
5562;2,757;0,306
5563;0;0
5564;0;0
5565;0;0
5566;0;0
5567;0;0
5568;0;0
5569;0;0
5570;0;0
5571;0;0
5572;0;0
5573;2,929;0,325
5574;28,962;3,218
5575;68,203;7,578
5576;108,596;12,066
5577;143,511;15,946
5578;187,891;20,877
5579;223,729;24,859
5580;244,326;27,147
5581;226,342;25,149
5582;191,191;21,243
5583;143,510;15,946
5584;95,010;10,557
5585;41,859;4,651
5586;4,930;0,548
5587;0;0
5588;0;0
5589;0;0
5590;0;0
5591;0;0
5592;0;0
5593;0;0
5594;0;0
5595;0;0
5596;0;0
5597;1,740;0,193
5598;14,346;1,594
5599;34,739;3,860
5600;56,366;6,263
5601;74,821;8,313
5602;88,134;9,793
5603;94,157;10,462
5604;93,628;10,403
5605;86,529;9,614
5606;72,706;8,078
5607;54,223;6,025
5608;43,389;4,821
5609;20,763;2,307
5610;2,517;0,280
5611;0;0
5612;0;0
5613;0;0
5614;0;0
5615;0;0
5616;0;0
5617;0;0
5618;0;0
5619;0;0
5620;0;0
5621;1,739;0,193
5622;14,339;1,593
5623;34,771;3,863
5624;55,997;6,222
5625;74,595;8,288
5626;88,033;9,781
5627;94,727;10,525
5628;94,282;10,476
5629;87,011;9,668
5630;72,506;8,056
5631;53,877;5,986
5632;32,283;3,587
5633;12,035;1,337
5634;1,355;0,151
5635;0;0
5636;0;0
5637;0;0
5638;0;0
5639;0;0
5640;0;0
5641;0;0
5642;0;0
5643;0;0
5644;0;0
5645;6,344;0,705
5646;44,865;4,985
5647;111,218;12,358
5648;176,640;19,627
5649;243,891;27,099
5650;273,370;30,374
5651;272,011;30,223
5652;240,763;26,751
5653;292,593;32,510
5654;276,778;30,753
5655;219,276;24,364
5656;135,441;15,049
5657;57,987;6,443
5658;4,962;0,551
5659;0;0
5660;0;0
5661;0;0
5662;0;0
5663;0;0
5664;0;0
5665;0;0
5666;0;0
5667;0;0
5668;0;0
5669;3,376;0,375
5670;26,866;2,985
5671;66,149;7,350
5672;105,961;11,773
5673;139,698;15,522
5674;163,225;18,136
5675;174,284;19,365
5676;172,947;19,216
5677;159,914;17,768
5678;134,773;14,975
5679;99,705;11,078
5680;75,654;8,406
5681;33,551;3,728
5682;3,321;0,369
5683;0;0
5684;0;0
5685;0;0
5686;0;0
5687;0;0
5688;0;0
5689;0;0
5690;0;0
5691;0;0
5692;0;0
5693;6,321;0,702
5694;50,410;5,601
5695;120,651;13,406
5696;164,951;18,328
5697;138,930;15,437
5698;162,880;18,098
5699;175,878;19,542
5700;174,330;19,370
5701;160,325;17,814
5702;134,593;14,955
5703;99,185;11,021
5704;58,011;6,446
5705;20,638;2,293
5706;1,724;0,192
5707;0;0
5708;0;0
5709;0;0
5710;0;0
5711;0;0
5712;0;0
5713;0;0
5714;0;0
5715;0;0
5716;0;0
5717;5,883;0,654
5718;44,913;4,990
5719;119,094;13,233
5720;185,156;20,573
5721;258,806;28,756
5722;294,226;32,692
5723;290,931;32,326
5724;236,688;26,299
5725;263,769;29,308
5726;246,918;27,435
5727;197,603;21,956
5728;119,640;13,293
5729;46,392;5,155
5730;3,681;0,409
5731;0;0
5732;0;0
5733;0;0
5734;0;0
5735;0;0
5736;0;0
5737;0;0
5738;0;0
5739;0;0
5740;0;0
5741;5,942;0,660
5742;47,667;5,296
5743;122,820;13,647
5744;182,876;20,320
5745;249,498;27,722
5746;297,692;33,077
5747;320,292;35,588
5748;336,866;37,430
5749;318,740;35,416
5750;266,715;29,635
5751;200,677;22,297
5752;121,764;13,529
5753;48,241;5,360
5754;3,234;0,359
5755;0;0
5756;0;0
5757;0;0
5758;0;0
5759;0;0
5760;0;0
5761;0;0
5762;0;0
5763;0;0
5764;0;0
5765;5,426;0,603
5766;43,198;4,800
5767;119,342;13,260
5768;175,327;19,481
5769;244,066;27,118
5770;290,657;32,295
5771;312,445;34,716
5772;328,606;36,512
5773;296,565;32,952
5774;207,466;23,052
5775;90,901;10,100
5776;52,302;5,811
5777;17,233;1,915
5778;1,301;0,145
5779;0;0
5780;0;0
5781;0;0
5782;0;0
5783;0;0
5784;0;0
5785;0;0
5786;0;0
5787;0;0
5788;0;0
5789;2,102;0,234
5790;22,914;2,546
5791;93,044;10,338
5792;174,781;19,420
5793;247,648;27,516
5794;281,406;31,267
5795;269,249;29,917
5796;302,532;33,615
5797;277,808;30,868
5798;228,862;25,429
5799;166,867;18,541
5800;95,598;10,622
5801;30,730;3,414
5802;2,083;0,231
5803;0;0
5804;0;0
5805;0;0
5806;0;0
5807;0;0
5808;0;0
5809;0;0
5810;0;0
5811;0;0
5812;0;0
5813;3,763;0,418
5814;22,296;2,477
5815;68,522;7,614
5816;122,057;13,562
5817;178,997;19,889
5818;224,744;24,972
5819;253,474;28,164
5820;268,256;29,806
5821;285,786;31,754
5822;252,881;28,098
5823;194,020;21,558
5824;112,386;12,487
5825;36,318;4,035
5826;1,691;0,188
5827;0;0
5828;0;0
5829;0;0
5830;0;0
5831;0;0
5832;0;0
5833;0;0
5834;0;0
5835;0;0
5836;0;0
5837;1,769;0,197
5838;21,165;2,352
5839;59,173;6,575
5840;99,492;11,055
5841;135,131;15,015
5842;136,717;15,191
5843;120,123;13,347
5844;90,369;10,041
5845;156,857;17,429
5846;177,191;19,688
5847;154,859;17,207
5848;76,789;8,532
5849;19,475;2,164
5850;0,988;0,110
5851;0;0
5852;0;0
5853;0;0
5854;0;0
5855;0;0
5856;0;0
5857;0;0
5858;0;0
5859;0;0
5860;0;0
5861;2,540;0,282
5862;10,296;1,144
5863;39,748;4,416
5864;83,293;9,255
5865;133,274;14,808
5866;224,163;24,907
5867;289,620;32,180
5868;325,012;36,112
5869;299,799;33,311
5870;248,488;27,610
5871;182,839;20,315
5872;96,402;10,711
5873;24,931;2,770
5874;1,351;0,150
5875;0;0
5876;0;0
5877;0;0
5878;0;0
5879;0;0
5880;0;0
5881;0;0
5882;0;0
5883;0;0
5884;0;0
5885;0,992;0,110
5886;10,338;1,149
5887;39,275;4,364
5888;82,506;9,167
5889;130,787;14,532
5890;132,417;14,713
5891;116,188;12,910
5892;87,321;9,702
5893;104,790;11,643
5894;105,653;11,739
5895;87,721;9,747
5896;47,683;5,298
5897;13,368;1,485
5898;0,624;0,069
5899;0;0
5900;0;0
5901;0;0
5902;0;0
5903;0;0
5904;0;0
5905;0;0
5906;0;0
5907;0;0
5908;0;0
5909;0,627;0,070
5910;9,860;1,096
5911;38,240;4,249
5912;81,278;9,031
5913;130,445;14,494
5914;132,019;14,669
5915;115,782;12,865
5916;86,856;9,651
5917;150,197;16,689
5918;169,303;18,812
5919;146,967;16,330
5920;71,158;7,906
5921;16,549;1,839
5922;0,623;0,069
5923;0;0
5924;0;0
5925;0;0
5926;0;0
5927;0;0
5928;0;0
5929;0;0
5930;0;0
5931;0;0
5932;0;0
5933;2,165;0,241
5934;26,478;2,942
5935;86,740;9,638
5936;155,824;17,314
5937;228,017;25,335
5938;248,320;27,591
5939;229,328;25,481
5940;169,421;18,825
5941;153,020;17,002
5942;125,041;13,893
5943;87,589;9,732
5944;71,111;7,901
5945;23,349;2,594
5946;1,005;0,112
5947;0;0
5948;0;0
5949;0;0
5950;0;0
5951;0;0
5952;0;0
5953;0;0
5954;0;0
5955;0;0
5956;0;0
5957;1,381;0,153
5958;18,351;2,039
5959;85,040;9,449
5960;167,647;18,627
5961;242,819;26,980
5962;287,605;31,956
5963;312,073;34,675
5964;328,070;36,452
5965;306,156;34,017
5966;251,547;27,950
5967;184,193;20,466
5968;103,615;11,513
5969;29,097;3,233
5970;0,990;0,110
5971;0;0
5972;0;0
5973;0;0
5974;0;0
5975;0;0
5976;0;0
5977;0;0
5978;0;0
5979;0;0
5980;0;0
5981;2,619;0,291
5982;30,281;3,365
5983;96,455;10,717
5984;163,734;18,193
5985;231,910;25,768
5986;285,208;31,690
5987;309,885;34,432
5988;324,467;36,052
5989;300,969;33,441
5990;245,963;27,329
5991;178,361;19,818
5992;98,687;10,965
5993;25,885;2,876
5994;0,977;0,109
5995;0;0
5996;0;0
5997;0;0
5998;0;0
5999;0;0
6000;0;0
6001;0;0
6002;0;0
6003;0;0
6004;0;0
6005;1,766;0,196
6006;16,854;1,873
6007;72,095;8,011
6008;142,048;15,783
6009;214,134;23,793
6010;233,276;25,920
6011;213,397;23,711
6012;156,040;17,338
6013;140,054;15,562
6014;113,566;12,618
6015;77,783;8,643
6016;45,742;5,082
6017;12,121;1,347
6018;0,278;0,031
6019;0;0
6020;0;0
6021;0;0
6022;0;0
6023;0;0
6024;0;0
6025;0;0
6026;0;0
6027;0;0
6028;0;0
6029;2,117;0,235
6030;30,346;3,372
6031;99,555;11,062
6032;160,575;17,842
6033;220,457;24,495
6034;254,095;28,233
6035;254,298;28,255
6036;206,811;22,979
6037;172,355;19,151
6038;125,237;13,915
6039;75,747;8,416
6040;38,185;4,243
6041;8,561;0,951
6042;0,276;0,031
6043;0;0
6044;0;0
6045;0;0
6046;0;0
6047;0;0
6048;0;0
6049;0;0
6050;0;0
6051;0;0
6052;0;0
6053;1,726;0,192
6054;26,379;2,931
6055;76,930;8,548
6056;127,683;14,187
6057;161,494;17,944
6058;178,215;19,802
6059;173,823;19,314
6060;152,598;16,955
6061;138,975;15,442
6062;112,605;12,512
6063;77,301;8,589
6064;38,462;4,274
6065;7,900;0,878
6066;0,281;0,031
6067;0;0
6068;0;0
6069;0;0
6070;0;0
6071;0;0
6072;0;0
6073;0;0
6074;0;0
6075;0;0
6076;0;0
