H,Betriebszeit_-,Pers/m2,Qi Sommer W/m²,Qi Winter W/m²,Luftwechsel_Anlage_1_h,Luftwechsel_Infiltration_1_h,Warmwasserbedarf_W_m2,Lüfterstrom_W_m2,"Aufzug, Regelung etc._W_m2",Beleuchtung_W_m2,Nutzerstrom_W_m2,Abwärme W/m²
1,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.533345899
2,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.456414794
3,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.535285339
4,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.52591138
5,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,0.850121039
6,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,0.542396617
7,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,0.491971187
8,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,0.518476862
9,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,0.5284973
10,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,0.493264147
11,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,0.490354987
12,1,0.030420516,7.969861168,3.984930584,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,0.503284585
13,1,0.030420516,8.188597052,4.094298526,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,0.514921223
14,1,0.030420516,7.682402029,3.841201014,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,0.495526826
15,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,0.493587387
16,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,0.535285339
17,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,0.512012063
18,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,0.52785082
19,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,0.517183902
20,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.52979026
21,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.629994641
22,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.553063535
23,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.515567702
24,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.52882054
25,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.525264901
26,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.516537422
27,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.516214182
28,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.512335303
29,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,1.136511625
30,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,1.475590321
31,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,1.179825777
32,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,1.148471503
33,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,1.233160367
34,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,1.152027142
35,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,1.039539643
36,1,0.030420516,7.707225185,3.853612592,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,1.230897687
37,1,0.030420516,7.663325085,3.831662543,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,1.085439715
38,1,0.030420516,7.157130062,3.578565031,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,1.017236087
39,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,1.283585797
40,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,1.077358716
41,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,1.10806651
42,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,1.014326928
43,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,1.046004442
44,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.837191442
45,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.705309546
46,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.68850107
47,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.610600244
48,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.563730453
49,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.628701681
50,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.616418563
51,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.551447336
52,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.637752399
53,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,1.149441222
54,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,1.596805298
55,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,1.123582027
56,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,1.21473569
57,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,1.251261803
58,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,1.231220927
59,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,1.195987774
60,1,0.030420516,7.969861168,3.984930584,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,1.275828038
61,1,0.030420516,8.188597052,4.094298526,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,1.246089964
62,1,0.030420516,7.682402029,3.841201014,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,1.166896179
63,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,0.976507855
64,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,1.053438961
65,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,1.088348874
66,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,1.077358716
67,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,1.042772043
68,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.908950708
69,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.7405427
70,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.619974203
71,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.520416301
72,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.6329038
73,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.616095323
74,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.618681243
75,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.637105919
76,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.606074885
77,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,1.327546429
78,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,1.549612267
79,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,1.152350382
80,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,1.326899949
81,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,1.224756128
82,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,1.47688328
83,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,1.228311767
84,1,0.030420516,7.969861168,3.984930584,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,1.354698584
85,1,0.030420516,8.188597052,4.094298526,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,1.149441222
86,1,0.030420516,7.682402029,3.841201014,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,1.048267122
87,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,1.164956739
88,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,1.021114967
89,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,1.017559327
90,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,0.999134651
91,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,0.644540438
92,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.545952257
93,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.58312485
94,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.571164972
95,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.494557106
96,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.482920469
97,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.47710215
98,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.456091554
99,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.486476108
100,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.487769068
101,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,0.544982537
102,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,0.501345145
103,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,0.47354651
104,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,0.543689577
105,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,0.512658543
106,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,0.489062027
107,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,0.47516271
108,1,0.030420516,7.969861168,3.984930584,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,0.488415548
109,1,0.030420516,8.188597052,4.094298526,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,0.47548595
110,1,0.030420516,7.682402029,3.841201014,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,0.446394355
111,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,0.466435232
112,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,0.486152868
113,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,0.480657789
114,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,0.437666877
115,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,0.478718349
116,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.498435986
117,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.573104412
118,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.556295935
119,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.455768314
120,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.512981783
121,0.932043871,0.025890108,3.609724016,1.804862008,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.097546995,0.542719857
122,0.932043871,0.025890108,3.222686406,1.611343203,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.890081654,0.525264901
123,0.932043871,0.025890108,3.136678048,1.568339024,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.843978245,0.511042343
124,0.932043871,0.025890108,3.092777948,1.546388974,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.820446297,0.52817406
125,0.932043871,0.025890108,3.150116854,1.575058427,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.851181903,0.84365624
126,0.932043871,0.025890108,3.61689138,1.80844569,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.101388945,0.564700173
127,0.932043871,0.025890108,5.176055483,2.588027742,0.372817549,0.07,1.590317968,0.425493664,0.2,0,1.65559034,0.549184656
128,0.932043871,0.025890108,7.316803231,3.658401616,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.380758544,0.546275497
129,0.932043871,0.025890108,7.317305229,3.658652614,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.803373126,0.563730453
130,0.932043871,0.025890108,7.275065663,3.637532831,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.921513111,0.515244462
131,0.932043871,0.025890108,7.531298896,3.765649448,0.372817549,0.07,1.196024257,0.425493664,0.2,0,3.05886285,0.512012063
132,0.932043871,0.025890108,7.94700596,3.97350298,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.281695994,0.494557106
133,0.932043871,0.025890108,8.181868411,4.090934205,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.266808434,0.450596475
134,0.932043871,0.025890108,7.738387815,3.869193907,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.029087732,0.465465512
135,0.932043871,0.025890108,7.129030638,3.564515319,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.843233365,0.471930311
136,0.932043871,0.025890108,7.163971534,3.581985767,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.861962875,0.503284585
137,0.932043871,0.025890108,8.4451377,4.22256885,0.372817549,0.07,3.574929647,0.425493664,0.2,0,3.54871157,0.496819786
138,0.932043871,0.025890108,9.74345766,4.87172883,0.372817549,0.07,2.773199101,0.425493664,0.2,0,4.103873453,0.552093815
139,0.932043871,0.025890108,11.34525525,5.672627626,0.372817549,0.07,1.590317968,0.425493664,0.2,0,4.117800525,0.58021569
140,0.932043871,0.025890108,9.977184809,4.988592404,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.384468176,0.622560122
141,0.932043871,0.025890108,7.832853379,3.91642669,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.657378997,0.68720811
142,0.932043871,0.025890108,7.417146316,3.708573158,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.434545854,0.63419676
143,0.932043871,0.025890108,5.700933528,2.850466764,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.077724679,0.488415548
144,0.932043871,0.025890108,4.11681496,2.05840748,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.36936501,0.670399633
145,0.932043871,0.025890108,4.515499537,2.257749768,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.58307352,0.614802364
146,0.932043871,0.025890108,3.73067327,1.865336635,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.162379913,0.607691085
147,0.932043871,0.025890108,3.329300933,1.664650466,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.947230672,0.597347407
148,0.932043871,0.025890108,3.188641431,1.594320715,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.871832388,0.63548972
149,0.932043871,0.025890108,3.101737152,1.550868576,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.825248735,1.199866653
150,0.932043871,0.025890108,3.098153471,1.549076735,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.82332776,1.535389709
151,0.932043871,0.025890108,3.706746034,1.853373017,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.867990437,1.198573693
152,0.932043871,0.025890108,4.818977168,2.409488584,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.041838709,1.075742516
153,0.932043871,0.025890108,5.411682547,2.705841274,0.372817549,0.07,1.196024257,0.425493664,0.2,0,1.781894471,1.120026388
154,0.932043871,0.025890108,6.939991435,3.469995717,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.741901914,1.116147509
155,0.932043871,0.025890108,8.218469839,4.10923492,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.427209878,1.354698584
156,0.932043871,0.025890108,9.243402772,4.621701386,0.372817549,0.07,3.167492812,0.425493664,0.2,0,3.976608835,1.242857565
157,0.932043871,0.025890108,9.121426291,4.560713145,0.372817549,0.07,3.167492812,0.425493664,0.2,0,4.052007118,1.315263311
158,0.932043871,0.025890108,7.914621518,3.957310759,0.372817549,0.07,2.773199101,0.425493664,0.2,0,3.405118661,1.042125563
159,0.932043871,0.025890108,6.854878997,3.427439499,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.696278749,1.116793989
160,0.932043871,0.025890108,6.155165168,3.077582584,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.321208307,1.239301925
161,0.932043871,0.025890108,5.800380692,2.900190346,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.131031745,1.106127071
162,0.932043871,0.025890108,6.743916176,3.371958088,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.496017066,1.10709679
163,0.932043871,0.025890108,9.419922323,4.709961161,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.085756506,1.052469241
164,0.932043871,0.025890108,10.13217904,5.066089519,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.467550361,0.795816729
165,0.932043871,0.025890108,8.765506511,4.382753256,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.157312838,0.63193408
166,0.932043871,0.025890108,7.883920842,3.941960421,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.684752896,0.74183566
167,0.932043871,0.025890108,6.088867059,3.044433529,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.285670263,0.521386021
168,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.539164218
169,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.47677891
170,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.455121834
171,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.446071116
172,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.638722119
173,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,1.197603973
174,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,1.547349587
175,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,1.079298156
176,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,1.120996108
177,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,1.259989281
178,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,1.211503291
179,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,1.135541905
180,1,0.030420516,7.969861168,3.984930584,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,1.21538217
181,1,0.030420516,8.188597052,4.094298526,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,1.117763708
182,1,0.030420516,7.682402029,3.841201014,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,1.033721324
183,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,1.102248191
184,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,1.086409434
185,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,1.141360224
186,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,1.158168701
187,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,1.097076352
188,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.836868202
189,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.694642629
190,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.710481386
191,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.703046867
192,0.932043871,0.025890108,3.803242822,1.901621411,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.201279665,0.639368599
193,0.932043871,0.025890108,3.259419142,1.629709571,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909771652,0.784180092
194,0.932043871,0.025890108,3.131302525,1.565651263,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.841096782,0.661348915
195,0.932043871,0.025890108,3.093673869,1.546836934,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.820926541,0.682682751
196,0.932043871,0.025890108,3.116071878,1.558035939,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.832932637,0.63322704
197,0.932043871,0.025890108,3.393807201,1.696903601,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.981808228,1.314940071
198,1,0.030420516,5.514818787,2.757409394,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.811669589,1.551551706
199,1,0.030420516,8.185909291,4.092954646,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.567093155,1.180795496
200,1,0.030420516,9.120748187,4.560374093,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.645853145,1.311707672
201,1,0.030420516,7.963721033,3.981860517,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.712383504,1.119703148
202,1,0.030420516,7.451123259,3.72556163,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.842786294,1.32237459
203,1,0.030420516,7.526380573,3.763190286,0.474751742,0.07,1.82790405,0.57570615,0.2,0,2.883126777,1.157845461
204,1,0.030420516,7.969861168,3.984930584,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.12084748,1.135218665
205,1,0.030420516,8.188597052,4.094298526,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.097315531,1.103541151
206,1,0.030420516,7.682402029,3.841201014,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.82597776,0.994609292
207,1,0.030420516,7.042583559,3.521291779,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.623795102,1.047943882
208,1,0.030420516,7.056918285,3.528459143,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.631479003,1.11032919
209,1,0.030420516,7.896395696,3.948197848,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.081467484,1.077681956
210,1,0.030420516,8.767272439,4.383636219,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.802313493,1.066368558
211,0.932043871,0.025890108,10.51832073,5.259160364,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.93892628,1.126491187
212,0.932043871,0.025890108,9.84369267,4.921846335,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.312911843,0.829433683
213,0.932043871,0.025890108,8.079231488,4.039615744,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.789446054,0.628701681
214,0.932043871,0.025890108,7.208396863,3.604198432,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.322649039,0.571164972
215,0.932043871,0.025890108,5.07289333,2.536446665,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.741073744,0.518153622
