H,Betriebszeit_-,Pers/m2,Qi Sommer W/m²,Qi Winter W/m²,Luftwechsel_Anlage_1_h,Luftwechsel_Infiltration_1_h,Warmwasserbedarf_W_m2,Lüfterstrom_W_m2,"Aufzug, Regelung etc._W_m2",Beleuchtung_W_m2,Nutzerstrom_W_m2,Abwärme W/m²
2542,0.932043871,0.025890108,7.99322313,3.996611565,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.743342645,0.490031747
2543,0.932043871,0.025890108,6.151581487,3.075790743,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.319287332,0.478718349
2544,0.932043871,0.025890108,4.335419537,2.167709768,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.486544508,0.452859154
2545,0.932043871,0.025890108,4.734104113,2.367052057,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.700253018,0.437990117
2546,0.932043871,0.025890108,3.943006404,1.971503202,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.276197704,0.428616159
2547,0.932043871,0.025890108,3.465480833,1.732740416,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.020227736,0.453182394
2548,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.931862869,0.970366296
2549,0.932043871,0.025890108,3.261210983,1.630605491,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.91073214,1.563511584
2550,1,0.030420516,3.837655807,1.918827903,0.474751742,0.07,2.37890539,0.57570615,0.2,0,0.912653115,1.252878003
2551,1,0.030420516,5.187263727,2.593631863,0.474751742,0.07,3.969223358,0.57570615,0.2,0,0.959717012,1.083823515
2552,1,0.030420516,5.372456634,2.686228317,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.340550379,1.152996862
2553,1,0.030420516,7.009303197,3.504651598,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.482346703,1.097076352
2554,1,0.030420516,8.740221401,4.370110701,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.674568631,1.185320856
2555,1,0.030420516,9.655852045,4.827926023,0.474751742,0.07,1.82790405,0.57570615,0.2,0,4.165377839,1.134895425
2556,1,0.030420516,10.37617204,5.188086022,0.474751742,0.07,2.616491472,0.57570615,0.2,0,4.551493889,1.122612307
2557,1,0.030420516,10.47024369,5.235121843,0.474751742,0.07,3.405078894,0.57570615,0.2,0,4.601919492,1.11129891
2558,1,0.030420516,9.066336425,4.533168213,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.84937739,1.068631238
2559,1,0.030420516,7.906119513,3.953059756,0.474751742,0.07,1.420467215,0.57570615,0.2,0,3.227461613,1.116470749
2560,1,0.030420516,7.360503992,3.680251996,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.934993112,1.114854549
2561,1,0.030420516,6.868643695,3.434321847,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.671339242,0.980063494
2562,1,0.030420516,6.816853737,3.408426869,0.474751742,0.07,2.616491472,0.57570615,0.2,0,2.756822646,0.995255772
2563,0.932043871,0.025890108,8.744398344,4.372199172,0.372817549,0.07,2.497698431,0.425493664,0.2,0,2.98804347,0.834282282
2564,0.932043871,0.025890108,9.582083914,4.791041957,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.172680641,0.588943169
2565,0.932043871,0.025890108,8.572883626,4.286441813,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.054060412,0.574720611
2566,0.932043871,0.025890108,8.184950095,4.092475047,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.846114828,0.500052185
2567,0.932043871,0.025890108,6.550266063,3.275133031,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.532995842,0.465142272
2568,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.479688069
2569,0.932043871,0.025890108,3.476231878,1.738115939,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.025990662,0.468697911
2570,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.931862869,0.468697911
2571,0.932043871,0.025890108,3.258523221,1.629261611,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.909291408,0.498435986
2572,0.932043871,0.025890108,3.292568196,1.646284098,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.927540674,1.263221681
2573,0.932043871,0.025890108,3.599868892,1.799934446,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.092264312,1.576117942
2574,1,0.030420516,5.616953712,2.808476856,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.866417388,1.036307244
2575,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,0.990407173
2576,1,0.030420516,9.26319953,4.631599765,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.722211916,1.259342802
2577,1,0.030420516,7.895368468,3.947684234,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.957307864,1.347264065
2578,1,0.030420516,7.755604886,3.877802443,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.146780647,1.251908283
2579,1,0.030420516,7.798609065,3.899304533,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.169832352,1.211503291
2580,1,0.030420516,8.384541004,4.192270502,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.483911825,1.185644096
2581,1,0.030420516,8.242985581,4.121492791,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.408033298,1.235423046
2582,1,0.030420516,7.566565683,3.783282841,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.045449196,1.070570677
2583,1,0.030420516,7.087248271,3.543624136,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.78851874,1.153320102
2584,1,0.030420516,6.827431356,3.413715678,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.649248026,1.150087702
2585,1,0.030420516,7.454706941,3.72735347,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.84470727,1.033074844
2586,1,0.030420516,8.003052341,4.001526171,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.392665495,1.00527621
2587,0.932043871,0.025890108,9.976288888,4.988144444,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.648378755,0.826847763
2588,0.932043871,0.025890108,9.837421227,4.918710614,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.309550136,0.597670647
2589,0.932043871,0.025890108,8.615887805,4.307943903,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.077112116,0.560498054
2590,0.932043871,0.025890108,7.890192285,3.945096142,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.688114603,0.515890942
2591,0.932043871,0.025890108,5.569233229,2.784616615,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.007128834,0.469344391
2592,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.498435986
2593,0.932043871,0.025890108,3.476231878,1.738115939,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.025990662,0.464495792
2594,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.931862869,0.470314111
2595,0.932043871,0.025890108,3.258523221,1.629261611,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.909291408,0.520416301
2596,0.932043871,0.025890108,3.292568196,1.646284098,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.927540674,1.200189893
2597,0.932043871,0.025890108,3.599868892,1.799934446,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.092264312,1.538622109
2598,1,0.030420516,5.616953712,2.808476856,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.866417388,1.085116475
2599,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,1.272918879
2600,1,0.030420516,9.26319953,4.631599765,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.722211916,1.302980193
2601,1,0.030420516,8.420640435,4.210320217,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.957307864,1.248999124
2602,1,0.030420516,8.01824087,4.009120435,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.146780647,1.207624411
2603,1,0.030420516,8.061245049,4.030622524,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.169832352,1.083177035
2604,1,0.030420516,8.647176988,4.323588494,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.483911825,1.007862129
2605,1,0.030420516,8.242985581,4.121492791,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.408033298,0.996548731
2606,1,0.030420516,8.09183765,4.045918825,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.045449196,0.983619134
2607,1,0.030420516,7.349884255,3.674942127,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.78851874,1.063136159
2608,1,0.030420516,7.09006734,3.54503367,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.649248026,0.955174019
2609,1,0.030420516,7.454706941,3.72735347,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.84470727,0.913152827
2610,1,0.030420516,8.003052341,4.001526171,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.392665495,0.522355741
2611,0.932043871,0.025890108,9.976288888,4.988144444,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.648378755,0.553386775
2612,0.932043871,0.025890108,9.837421227,4.918710614,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.309550136,0.609630525
2613,0.932043871,0.025890108,8.615887805,4.307943903,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.077112116,0.555002975
2614,0.932043871,0.025890108,7.890192285,3.945096142,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.688114603,0.538840978
2615,0.932043871,0.025890108,5.569233229,2.784616615,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.007128834,0.493910627
2616,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.502638105
2617,0.932043871,0.025890108,3.476231878,1.738115939,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.025990662,0.461586633
2618,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.931862869,0.487445828
2619,0.932043871,0.025890108,3.258523221,1.629261611,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.909291408,0.518476862
2620,0.932043871,0.025890108,3.292568196,1.646284098,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.927540674,0.57956921
2621,0.932043871,0.025890108,3.599868892,1.799934446,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.092264312,0.534638859
2622,1,0.030420516,5.616953712,2.808476856,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.866417388,0.499405705
2623,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,0.480334549
2624,1,0.030420516,9.26319953,4.631599765,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.722211916,0.467728191
2625,1,0.030420516,8.420640435,4.210320217,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.957307864,0.454152114
2626,1,0.030420516,8.01824087,4.009120435,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.146780647,0.470960591
2627,1,0.030420516,8.061245049,4.030622524,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.169832352,0.495203586
2628,1,0.030420516,8.647176988,4.323588494,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.483911825,0.471283831
2629,1,0.030420516,8.768257549,4.384128774,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.408033298,0.453505634
2630,1,0.030420516,7.566565683,3.783282841,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.045449196,0.471283831
2631,1,0.030420516,7.087248271,3.543624136,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.78851874,0.490678227
2632,1,0.030420516,6.827431356,3.413715678,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.649248026,0.466758472
2633,1,0.030420516,7.192070957,3.596035479,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.84470727,0.454152114
2634,1,0.030420516,8.003052341,4.001526171,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.392665495,0.500698665
2635,0.932043871,0.025890108,9.976288888,4.988144444,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.648378755,0.485506388
2636,0.932043871,0.025890108,9.837421227,4.918710614,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.309550136,0.591529088
2637,0.932043871,0.025890108,8.615887805,4.307943903,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.077112116,0.575690331
2638,0.932043871,0.025890108,7.890192285,3.945096142,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.688114603,0.487445828
2639,0.932043871,0.025890108,5.569233229,2.784616615,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.007128834,0.472253551
2640,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.511042343
2641,0.932043871,0.025890108,3.476231878,1.738115939,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.025990662,0.460940153
2642,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.931862869,0.490354987
2643,0.932043871,0.025890108,3.258523221,1.629261611,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909291408,0.499405705
2644,0.932043871,0.025890108,3.292568196,1.646284098,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.927540674,0.79290757
2645,0.932043871,0.025890108,3.599868892,1.799934446,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.092264312,0.546275497
2646,0.932043871,0.025890108,5.04409257,2.522046285,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.866417388,0.498435986
2647,0.932043871,0.025890108,6.888159359,3.44407968,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.573336325,0.506193744
2648,0.932043871,0.025890108,6.640622715,3.320311358,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.722211916,0.459970433
2649,0.932043871,0.025890108,6.585971571,3.292985785,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.692917042,0.453505634
2650,0.932043871,0.025890108,6.446207989,3.223103995,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.617999002,0.487769068
2651,0.932043871,0.025890108,6.489212168,3.244606084,0.372817549,0.07,1.196024257,0.425493664,0.2,0,2.641050707,0.463526072
2652,0.932043871,0.025890108,7.075144107,3.537572053,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.95513018,0.459647193
2653,0.932043871,0.025890108,6.933588684,3.466794342,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.879251653,0.443161956
2654,0.932043871,0.025890108,6.257168786,3.128584393,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.516667551,0.47742539
2655,0.932043871,0.025890108,5.777851374,2.888925687,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.259737095,0.497143026
2656,0.932043871,0.025890108,5.518034459,2.75901723,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.120466381,0.478718349
2657,0.932043871,0.025890108,6.145310044,3.072655022,0.372817549,0.07,3.574929647,0.425493664,0.2,0,2.315925625,0.441545756
2658,0.932043871,0.025890108,7.430191199,3.715095599,0.372817549,0.07,2.773199101,0.425493664,0.2,0,2.86388385,0.509426144
2659,0.932043871,0.025890108,9.976288888,4.988144444,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.383987932,0.532052939
2660,0.932043871,0.025890108,9.837421227,4.918710614,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.309550136,0.602842486
2661,0.932043871,0.025890108,8.615887805,4.307943903,0.372817549,0.07,0.788587422,0.425493664,0.2,0,3.077112116,0.549184656
2662,0.932043871,0.025890108,7.890192285,3.945096142,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.688114603,0.47580919
2663,0.932043871,0.025890108,5.569233229,2.784616615,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.007128834,0.502314865
2664,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.512658543
2665,0.932043871,0.025890108,3.476231878,1.738115939,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.025990662,0.484859908
2666,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.931862869,0.501668385
2667,0.932043871,0.025890108,3.258523221,1.629261611,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.909291408,0.509102904
2668,0.932043871,0.025890108,3.292568196,1.646284098,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.927540674,1.065398838
2669,0.932043871,0.025890108,3.599868892,1.799934446,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.092264312,1.568036943
2670,0.932043871,0.025890108,5.04409257,2.522046285,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.866417388,1.221846969
2671,0.932043871,0.025890108,6.888159359,3.44407968,0.372817549,0.07,0.394293711,0.425493664,0.2,0,2.573336325,1.067661518
2672,0.932043871,0.025890108,6.640622715,3.320311358,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.722211916,1.218937809
2673,0.932043871,0.025890108,6.585971571,3.292985785,0.372817549,0.07,1.196024257,0.425493664,0.2,0,2.692917042,1.103864391
2674,0.932043871,0.025890108,6.446207989,3.223103995,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.617999002,1.205361732
2675,0.932043871,0.025890108,6.489212168,3.244606084,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.641050707,1.199220173
2676,0.932043871,0.025890108,7.075144107,3.537572053,0.372817549,0.07,3.167492812,0.425493664,0.2,0,2.95513018,1.195018054
2677,0.932043871,0.025890108,6.933588684,3.466794342,0.372817549,0.07,3.167492812,0.425493664,0.2,0,2.879251653,1.138451064
2678,0.932043871,0.025890108,6.257168786,3.128584393,0.372817549,0.07,2.773199101,0.425493664,0.2,0,2.516667551,1.00333677
2679,0.932043871,0.025890108,5.777851374,2.888925687,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.259737095,1.012710728
2680,0.932043871,0.025890108,5.518034459,2.75901723,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.120466381,0.965840937
2681,0.932043871,0.025890108,5.88267406,2.94133703,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.315925625,0.919294386
2682,0.932043871,0.025890108,7.430191199,3.715095599,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.86388385,0.990083933
2683,0.932043871,0.025890108,9.976288888,4.988144444,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.383987932,0.813918166
2684,0.932043871,0.025890108,9.837421227,4.918710614,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.309550136,0.600579806
2685,0.932043871,0.025890108,8.615887805,4.307943903,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.077112116,0.601549526
2686,0.932043871,0.025890108,7.890192285,3.945096142,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.688114603,0.495203586
2687,0.932043871,0.025890108,5.569233229,2.784616615,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.007128834,0.494557106
2688,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.507486704
2689,0.932043871,0.025890108,3.73156919,1.865784595,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.162860157,0.494557106
2690,0.932043871,0.025890108,3.378576554,1.689288277,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.973644083,0.516537422
2691,0.932043871,0.025890108,3.282713072,1.641356536,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.922257992,0.517183902
2692,0.932043871,0.025890108,3.260315062,1.630157531,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.910251896,1.064105879
2693,0.932043871,0.025890108,3.331988694,1.665994347,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.948671403,1.463307203
2694,1,0.030420516,4.385959089,2.192979544,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.206562347,1.144592623
2695,1,0.030420516,6.890408399,3.4452042,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.872660558,1.210856811
2696,1,0.030420516,8.983672366,4.491836183,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.572375837,1.1646335
2697,1,0.030420516,8.412314536,4.206157268,0.474751742,0.07,3.286285853,0.57570615,0.2,0,3.234408562,1.198573693
2698,1,0.030420516,8.87460946,4.43730473,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.746605207,1.193078614
2699,1,0.030420516,9.181014236,4.590507118,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.910848602,1.121965828
2700,1,0.030420516,9.523255827,4.761627913,0.474751742,0.07,2.616491472,0.57570615,0.2,0,4.09430175,1.256756882
2701,1,0.030420516,9.382596325,4.691298162,0.474751742,0.07,3.405078894,0.57570615,0.2,0,4.018903466,1.103541151
2702,1,0.030420516,8.802935829,4.401467914,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.7081857,1.167865899
2703,1,0.030420516,8.351391949,4.175695975,0.474751742,0.07,1.420467215,0.57570615,0.2,0,3.466142803,1.146855303
2704,1,0.030420516,8.274342795,4.137171398,0.474751742,0.07,1.420467215,0.57570615,0.2,0,3.424841832,1.017882567
2705,1,0.030420516,8.734845879,4.367422939,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.671687168,0.931900744
2706,1,0.030420516,9.380081989,4.690040995,0.474751742,0.07,2.616491472,0.57570615,0.2,0,4.130800282,0.985558573
2707,0.932043871,0.025890108,10.9125257,5.456262851,0.372817549,0.07,2.497698431,0.425493664,0.2,0,4.150233571,0.760260336
2708,0.932043871,0.025890108,10.27910998,5.139554991,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.546310351,0.58021569
2709,0.932043871,0.025890108,8.306795269,4.153397634,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.91142799,0.587326969
2710,0.932043871,0.025890108,7.99322313,3.996611565,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.743342645,0.496819786
2711,0.932043871,0.025890108,6.151581487,3.075790743,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.319287332,0.482597229
2712,0.932043871,0.025890108,4.335419537,2.167709768,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.486544508,0.503607825
2713,0.932043871,0.025890108,4.734104113,2.367052057,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.700253018,0.468374671
2714,0.932043871,0.025890108,3.943006404,1.971503202,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.276197704,0.488738787
2715,0.932043871,0.025890108,3.465480833,1.732740416,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.020227736,0.499728945
2716,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.931862869,1.152027142
2717,0.932043871,0.025890108,3.261210983,1.630605491,0.474751742,0.07,1.590317968,0.425493664,0.2,0,0.91073214,1.521167152
2718,1,0.030420516,3.837655807,1.918827903,0.474751742,0.07,2.37890539,0.57570615,0.2,0,0.912653115,1.178532817
2719,1,0.030420516,5.187263727,2.593631863,0.474751742,0.07,3.969223358,0.57570615,0.2,0,0.959717012,1.05505516
2720,1,0.030420516,5.372456634,2.686228317,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.340550379,1.088995354
2721,1,0.030420516,7.009303197,3.504651598,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.482346703,1.034044564
2722,1,0.030420516,8.740221401,4.370110701,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.674568631,1.052792481
2723,1,0.030420516,9.655852045,4.827926023,0.474751742,0.07,1.82790405,0.57570615,0.2,0,4.165377839,1.16204758
2724,1,0.030420516,10.37617204,5.188086022,0.474751742,0.07,2.616491472,0.57570615,0.2,0,4.551493889,1.306859073
2725,1,0.030420516,10.47024369,5.235121843,0.474751742,0.07,3.405078894,0.57570615,0.2,0,4.601919492,1.130370066
2726,1,0.030420516,9.066336425,4.533168213,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.84937739,1.070247437
2727,1,0.030420516,7.906119513,3.953059756,0.474751742,0.07,1.420467215,0.57570615,0.2,0,3.227461613,1.006892409
2728,1,0.030420516,7.360503992,3.680251996,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.934993112,0.975538135
2729,1,0.030420516,6.868643695,3.434321847,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.671339242,1.027579765
2730,1,0.030420516,6.29158177,3.145790885,0.474751742,0.07,2.616491472,0.57570615,0.2,0,2.756822646,0.969719816
2731,0.932043871,0.025890108,8.744398344,4.372199172,0.372817549,0.07,2.497698431,0.425493664,0.2,0,2.98804347,0.73763354
2732,0.932043871,0.025890108,9.582083914,4.791041957,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.172680641,0.589589648
2733,0.932043871,0.025890108,8.572883626,4.286441813,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.054060412,0.556942415
2734,0.932043871,0.025890108,8.184950095,4.092475047,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.846114828,0.486476108
2735,0.932043871,0.025890108,6.550266063,3.275133031,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.532995842,0.479364829
2736,0.932043871,0.025890108,4.100688393,2.050344197,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.360720621,0.496496546
2737,0.932043871,0.025890108,3.476231878,1.738115939,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.025990662,0.464172552
2738,0.932043871,0.025890108,3.30063148,1.65031574,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.931862869,0.487769068
2739,0.932043871,0.025890108,3.258523221,1.629261611,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.909291408,0.519769822
2740,0.932043871,0.025890108,3.292568196,1.646284098,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.927540674,0.971982496
2741,0.932043871,0.025890108,3.599868892,1.799934446,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.092264312,1.631068731
2742,1,0.030420516,5.616953712,2.808476856,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.866417388,1.245120244
2743,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,1.067984758
2744,1,0.030420516,9.26319953,4.631599765,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.722211916,1.315263311
2745,1,0.030420516,7.895368468,3.947684234,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.957307864,1.191462414
2746,1,0.030420516,7.755604886,3.877802443,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.146780647,1.256433642
2747,1,0.030420516,7.798609065,3.899304533,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.169832352,1.341445746
2748,1,0.030420516,8.384541004,4.192270502,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.483911825,1.128430626
2749,1,0.030420516,8.242985581,4.121492791,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.408033298,1.088672114
2750,1,0.030420516,7.566565683,3.783282841,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.045449196,1.094490433
2751,1,0.030420516,7.087248271,3.543624136,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.78851874,1.143622904
2752,1,0.030420516,6.827431356,3.413715678,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.649248026,1.100955232
