;LadeLeistungAuﬂenstehende;LadeLeistungExterneStationen;buildingDemandHourly;carDemandHourly;eMobilityCharge;eMobilityDischarge;fahrverbrauchLokal;fahrverbrauchNetz;gridChargingHourly;pvChargingHourly;resLastAfterEMobility;resLastAfterZureisende;resLastBeforeEMobility
3550;0,0;0;0,0;6,741157211727186;0,0;0,0;0,0;6,741157211727186;1170,0;0,0;199,72246525500003;199,72246525500003;199,72246525500003
3551;0,0;0;0,0;5,015602674931911;0,0;0,0;0,0;5,015602674931911;1200,0;0,0;161,38356485;161,38356485;161,38356485
3552;0,0;0;0,0;11,745680705604798;0,0;0,0;0,0;11,745680705604798;1125,0;0,0;139,83597149;139,83597149;139,83597149
3553;0,0;0;0,0;11,11628213506841;0,0;0,0;0,0;11,11628213506841;1110,0;0,0;131,12813434999998;131,12813434999998;131,12813434999998
3554;0,0;0;0,0;9,318789894735769;0,0;0,0;0,0;9,318789894735769;1095,0;0,0;130,52359338499997;130,52359338499997;130,52359338499997
3555;0,0;0;0,0;3,4846575395912565;0,0;0,0;0,0;3,4846575395912565;1095,0;0,0;143,65691726999998;143,65691726999998;143,65691726999998
3556;0,0;0;0,0;3,9922632995078606;0,0;0,0;0,0;3,9922632995078606;1095,0;0,0;149,41038302599998;149,41038302599998;149,41038302599998
3557;0,0;0;0,0;6,68413966474645;0,0;0,0;0,0;6,68413966474645;1065,0;0,0;102,51783657500002;102,51783657500002;102,51783657500002
3558;0,0;0;0,0;42,738116912519914;0,0;0,0;0,0;42,738116912519914;990,0;0,0;37,33331813999999;37,33331813999999;37,33331813999999
3559;0,0;0;0,0;46,76128624172766;18,113412042999983;0,0;1,026674479220702;45,734611762506965;806,8865879570001;18,113412042999983;0,0;0,0;-18,113412042999983
3560;45,04600644474481;0;0,0;74,08404259581147;8,34379908702455;0,0;0,9365793439000297;73,14746325191145;651,6562009129755;8,34379908702455;-94,59251800997548;-49,54651156523067;-102,93631709700003
3561;60,60739117958158;0;0,0;50,40532398253724;27,408262982269605;0,0;2,790954293777539;47,6143696887597;467,5917370177304;27,408262982269605;-158,97085141073046;-98,36346023114888;-186,37911439300007
3562;75,13275494368594;0;0,0;71,8876442444697;8,209803653396989;0,0;1,5738225182729342;70,31382172619676;366,790196346603;8,209803653396989;-224,30375260360302;-149,17099765991708;-232,513556257
3563;75,82429191734198;0;0,0;24,91526238441825;20,893570895968622;0,0;1,3881834693880082;23,52707891503024;354,1064291040313;20,893570895968622;-249,48237134003134;-173,65807942268935;-270,37594223599996
3564;75,82247208320081;0;0,0;44,19319397063832;21,88575447076846;0,0;2,8034822971606825;41,389711673477635;323,1142455292315;21,88575447076846;-264,19561807723153;-188,37314599403072;-286,081372548
3565;75,82247687223804;0;0,0;41,2223640183073;35,27575640263285;0,0;4,406515368031714;36,81584865027558;294,7242435973672;35,27575640263285;-189,78671481436714;-113,9642379421291;-225,062471217
