;LadeLeistungAuﬂenstehende;LadeLeistungExterneStationen;buildingDemandHourly;carDemandHourly;eMobilityCharge;eMobilityDischarge;entladungLokal;entladungNetz;fahrverbrauchLokal;fahrverbrauchNetz;gridChargingHourly;pvChargingHourly;pvChargingHourlyMitVerluste;resLastAfterEMobility;resLastAfterZureisende;resLastBeforeEMobility;ungenutzteLadung
54;0,0;52,51712088834988;0,0;146,03455825776987;0,0;0,0;0,0;0,0;0,0;146,03455825776987;47,35398057205796;0,0;0,0;195,399851226;195,399851226;195,399851226;100,0
55;0,0;255,78825208668593;0,0;266,9959576217096;0,0;0,0;0,0;0,0;0,0;266,9959576217096;40,683443464013436;0,0;0,0;254,55288945200002;254,55288945200002;254,55288945200002;100,0
56;0,0;295,4402538397728;30,0;315,46911967262633;0,0;30,0;0,0;31,578947368421055;0,0;315,46911967262633;38,24756849626679;0,0;0,0;310,87792310299994;310,87792310299994;340,87792310299994;80,829000922889
57;0,0;165,63111848975106;30,0;238,29438668323127;0,0;30,0;0,0;31,578947368421055;0,0;238,29438668323124;81,6595757082183;0,0;0,0;308,26949858399996;308,26949858399996;338,26949858399996;82,3919160034006
58;0,0;161,63372548132125;54,291897459033976;201,40904581672027;0,0;54,291897459033976;0,0;57,149365746351556;0,0;201,40904581672027;61,43863307180305;0,0;0,0;303,262262422966;303,262262422966;357,55415988199996;85,56271314310105
59;0,0;117,579415539262;46,29112418367282;84,55948448739183;0,0;46,29112418367282;0,0;48,72749914070823;0,0;84,55948448739183;75,10914722930927;0,0;0,0;333,4398033063272;333,4398033063272;379,73092749;68,31558243015296
60;0,0;33,206296439747376;15,0;109,73599053905393;0,0;15,0;0,0;15,789473684210527;0,0;109,73599053905393;120,95909323322954;0,0;0,0;394,120949952;394,120949952;409,120949952;59,498250425623155
61;0,0;36,001688493195864;64,60889778563347;126,69267227983057;0,0;64,60889778563347;0,0;68,0093660901405;0,0;126,69267227983057;117,83950737160087;0,0;0,0;378,94041243836654;378,94041243836654;443,549310224;82,44248345617584
62;0,0;68,45246830542393;79,92603712664658;111,19159270810013;0,0;79,92603712664658;0,0;84,13267065962798;0,0;111,19159270810013;105,22682754035054;0,0;0,0;423,5129484833534;423,5129484833534;503,43898561;69,75429146398811
63;0,0;131,5926546277364;99,46013637128726;105,43655710581072;0,0;99,46013637128726;0,0;104,6948803908287;0,0;105,43655710581073;115,02595154392463;0,0;0,0;386,1731751567127;386,1731751567127;485,633311528;83,36186409443111
64;0,0;0,0;77,6688891545785;106,53324394306021;0,0;77,6688891545785;0,0;81,7567254258721;0,0;106,53324394306021;158,07049050181607;0,0;0,0;409,5254991474215;409,5254991474215;487,194388302;85,83131474802165
65;0,0;21,706873490950745;99,13486260738642;115,21743829106778;0,0;99,13486260738642;0,0;104,3524869551436;0,0;115,21743829106778;197,57103884024198;0,0;0,0;416,1631608986135;416,1631608986135;515,2980235059999;66,12638626484427
66;0,0;85,73545303821781;142,70413272078537;104,54985483805447;0,0;142,70413272078537;0,0;150,21487654819512;0,0;104,54985483805447;205,107413737324;0,0;0,0;343,2757113672146;343,2757113672146;485,979844088;72,18286112335977
67;0,0;134,1131372362095;125,28919019552251;69,89712261627916;0,0;125,28919019552251;0,0;131,88335810055003;0,0;69,89712261627916;219,38434675395743;0,0;0,0;300,87845956447745;300,87845956447745;426,16764975999996;75,76843880180361
68;0,0;0,0;108,36547700298627;66,13260479205806;0,0;108,36547700298627;0,0;114,06892316103819;0,0;66,13260479205806;153,49008174158593;0,0;0,0;288,8155626170137;288,8155626170137;397,18103962;71,72361257307506
69;0,0;99,93615967675467;70,70790206480183;65,98022294270187;0,0;70,70790206480183;0,0;74,42937059452825;0,0;65,98022294270187;188,88043632760647;0,0;0,0;329,77634222119815;329,77634222119815;400,484244286;82,37032163218826
70;0,0;97,29061845436401;133,04684347609907;34,641592176507366;0,0;133,04684347609907;0,0;140,04930892220955;0,0;34,641592176507366;117,48980873679636;0,0;0,0;258,298359063901;258,298359063901;391,34520254000006;64,31591206968797
71;0,0;30,619919261493408;84,4947612442827;18,94384345590387;0,0;84,4947612442827;0,0;88,94185394135022;0,0;18,94384345590387;27,43035536806767;0,0;0,0;274,6616630697173;274,6616630697173;359,156424314;64,68839402146949
72;0,0;92,22958235555538;24,627709370046347;80,19772917526709;0,0;24,627709370046347;0,0;25,923904600048786;0,0;80,19772917526709;16,739987638732547;0,0;0,0;247,18083734595368;247,18083734595368;271,808546716;64,72896550176245
73;0,0;31,336323878018618;9,616647555944468;44,5207165629175;0,0;9,616647555944468;0,0;10,122786900994177;0,0;44,5207165629175;14,39790943629384;0,0;0,0;221,15983805005553;221,15983805005553;230,776485606;100,0
74;0,0;32,78096501989939;15,0;35,190524440820994;0,0;15,0;0,0;15,789473684210527;0,0;35,190524440820994;4,585636063066981;0,0;0,0;204,761393402;204,761393402;219,761393402;57,354590748237754
75;0,0;31,051552487907415;11,627270832492968;13,772481873238076;0,0;11,627270832492968;0,0;12,239232455255756;0,0;13,772481873238078;9,600235756232047;0,0;0,0;239,18967378150703;239,18967378150703;250,816944614;100,0
76;0,0;0,0;0,0;4,508407143889358;0,0;0,0;0,0;0,0;0,0;4,508407143889358;14,238201778484711;0,0;0,0;262,210692576;262,210692576;262,210692576;100,0
77;0,0;101,57758838846402;30,0;43,52592239728156;0,0;30,0;0,0;31,578947368421055;0,0;43,52592239728157;24,549224154231396;0,0;0,0;218,407626992;218,407626992;248,407626992;62,11352876314176
78;0,0;163,02456639068436;50,659492765458765;152,42402702795533;0,0;50,659492765458765;0,0;53,32578185837765;0,0;152,42402702795533;23,323207793675536;0,0;0,0;273,9866550785412;273,9866550785412;324,646147844;56,61980710182044
79;0,0;286,2578597561881;68,65521918737733;315,40324927486927;0,0;68,65521918737733;0,0;72,26865177618666;0,0;315,40324927486927;39,24473965068393;0,0;0,0;305,53566715662265;305,53566715662265;374,190886344;83,07552045653959
80;0,0;287,6655303093613;45,0;373,4455052585525;0,0;45,0;0,0;47,36842105263158;0,0;373,44550525855254;80,5276540239328;0,0;0,0;359,501977544;359,501977544;404,501977544;62,226909802487725
81;0,0;216,1049791838198;56,545219817725865;277,4127943717091;0,0;56,545219817725865;0,0;59,52128401865881;0,0;277,4127943717091;64,11180117658792;0,0;0,0;318,5492203502741;318,5492203502741;375,09444016799995;86,08369108570844
82;0,0;70,0221222428242;7,20074443310358;206,16244821764676;0,0;7,20074443310358;0,0;7,579730982214295;0,0;206,16244821764676;78,61605484595478;0,0;0,0;359,7525361528964;359,7525361528964;366,953280586;99,99999999999999
83;0,0;32,1678818701708;53,24294057381485;178,70858525933454;0,0;53,24294057381485;0,0;56,04520060401563;0,0;178,70858525933454;76,55884797106815;0,0;0,0;397,61024397018514;397,61024397018514;450,853184544;66,10523824284513
