;CO2Emissionen_CO2_OhnePV [kg/m²];CO2Emissionen_CO2_MitPV [kg/m²];CO2Emissionen_CO2_MitEmobilität [kg/m²];eMobilitätFahren_Gesamt [kWh/Auto];eMobilitätFahren_Lokal [kWh/Auto];eMobilitätFahren_Netz [kWh/Auto];eMobilitätFahren_externe Ladung [kWh/Auto];eMobilitätGebäude_Lade/Entladeverluste [kWh/Auto];eMobilitätGebäude_GebäudezuEMobilität [kWh/Auto];eMobilitätGebäude_EMobilitätzuGebäude [kWh/Auto];eMobilitätGebäude_Lade/Entladeverluste [kWh/m²];eMobilitätGebäude_GebäudezuEMobilität [kWh/m²];eMobilitätGebäude_EMobilitätzuGebäude [kWh/m²];eMobilitätGebäude_Fahrverbrauch [kWh/Auto];generell_personenKilometer Elektrisch durch. [km];generell_personenKilometer Elektrisch [km];generell_personenKilometer Fossil [km];generell_stromverbrauch Wohnen [kWh/m²];generell_stromverbrauch Gewerbe [kWh/m²];generell_stromverbrauch Schule [kWh/m²];generell_stromverbrauch WP [kWh/m²];generell_stromverbrauch E-Mobilität [kWh/Auto];generell_pvProduktionGfa [kWh/m²];generell_pvProduktion [kWh];indikatoren_fehlgeschlagene Fahrversuche [%];indikatoren_ungenutzte Ladung der E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch Zureisende [%];indikatoren_LadeEntlade_Zyklen pro Auto [Anzahl];indikatoren_LadeEntlade_Zyklen pro Auto ohne LC [Anzahl];indikatoren_Reserveautos [Anzahl];indikatoren_ungenutzte Ladung der E-Mobilität [%/Auto];primärenergie_PE_OhnePV [kWh/m²];primärenergie_PE_MitPV [kWh/m²];primärenergie_PE_MitEmobilität [kWh/m²];pvNachEMobilität_Eigenverbrauch [kWh/m²];pvNachEMobilität_Einspeisung [kWh/m²];pvNachEMobilität_Netzbezug [kWh/m²];pvNachZureisenden_Eigenverbrauch [kWh/m²];pvNachZureisenden_Einspeisung [kWh/m²];pvNachZureisenden_Netzbezug [kWh/m²];pvVorEMobilität_Eigenverbrauch [kWh/m²];pvVorEMobilität_Einspeisung [kWh/m²];pvVorEMobilität_Netzbezug [kWh/m²];zureisenden_Ladung [kWh/m²]
0;18,03884636875915;16,552924862065584;17,392821980009874;4036,9446978914857;273,8697190430041;3763,074978848557;2916,376874268005;133,47756454132514;410,27509333753676;2019,508701300257;0,4358281668923001;1,3396216994617542;6,594057797917343;1088,9691960817115;5498,1120160607015;5135236,623000695;2243308,3769993046;17,12051656881326;8,002403555463967;5,201036868477688;13,398896058462256;4036,9446978914857;9,258221421088285;595442,5106972931;2,845460566097498;0;18,116353118370625;0,6062840453436138;153,76507081546947;99,21452679200362;31,046703296703296;0,33322869258033316;102,33956922879506;95,79643462696875;101,43125137447129;9,193920547306227;0,0642929332193112;16,210334284025752;9,249661820726114;0,008536111327062116;16,210334284025752;7,783782943325818;1,4744149887273574;23,151447755517758;0,055744848025368915
