;CO2Emissionen_CO2_OhnePV [kg/m²];CO2Emissionen_CO2_MitPV [kg/m²];CO2Emissionen_CO2_MitEmobilität [kg/m²];eMobilitätFahren_Gesamt [kWh/Auto];eMobilitätFahren_Lokal [kWh/Auto];eMobilitätFahren_Netz [kWh/Auto];eMobilitätFahren_externe Ladung [kWh/Auto];eMobilitätGebäude_Lade/Entladeverluste [kWh/Auto];eMobilitätGebäude_GebäudezuEMobilität [kWh/Auto];eMobilitätGebäude_EMobilitätzuGebäude [kWh/Auto];eMobilitätGebäude_Lade/Entladeverluste [kWh/m²];eMobilitätGebäude_GebäudezuEMobilität [kWh/m²];eMobilitätGebäude_EMobilitätzuGebäude [kWh/m²];eMobilitätGebäude_Fahrverbrauch [kWh/Auto];generell_personenKilometer Elektrisch durch. [km];generell_personenKilometer Elektrisch [km];generell_personenKilometer Fossil [km];generell_stromverbrauch Wohnen [kWh/m²];generell_stromverbrauch Gewerbe [kWh/m²];generell_stromverbrauch Schule [kWh/m²];generell_stromverbrauch WP [kWh/m²];generell_stromverbrauch E-Mobilität [kWh/Auto];generell_pvProduktionGfa [kWh/m²];generell_pvProduktion [kWh];indikatoren_fehlgeschlagene Fahrversuche [%];indikatoren_ungenutzte Ladung der E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch E-Mobilität [%];indikatoren_erhöhung Eigenverbrauch Zureisende [%];indikatoren_LadeEntlade_Zyklen pro Auto [Anzahl];indikatoren_LadeEntlade_Zyklen pro Auto ohne LC [Anzahl];indikatoren_Reserveautos [Anzahl];indikatoren_ungenutzte Ladung der E-Mobilität [%/Auto];primärenergie_PE_OhnePV [kWh/m²];primärenergie_PE_MitPV [kWh/m²];primärenergie_PE_MitEmobilität [kWh/m²];pvNachEMobilität_Eigenverbrauch [kWh/m²];pvNachEMobilität_Einspeisung [kWh/m²];pvNachEMobilität_Netzbezug [kWh/m²];pvNachZureisenden_Eigenverbrauch [kWh/m²];pvNachZureisenden_Einspeisung [kWh/m²];pvNachZureisenden_Netzbezug [kWh/m²];pvVorEMobilität_Eigenverbrauch [kWh/m²];pvVorEMobilität_Einspeisung [kWh/m²];pvVorEMobilität_Netzbezug [kWh/m²];zureisenden_Ladung [kWh/m²]
0;17,996076065549598;15,858531983862676;16,47835685892412;4033,255308379538;529,8121210069312;3503,443187372625;2856,4635016778407;161,32989600282247;818,7315880619101;2134,2096141921284;0,5267710201444875;2,6733053485656706;6,968576832470605;1310,419893958999;5495,2686712619125;5132580,938958626;2245964,0610413738;17,12051656881326;8,002403555463967;5,201036868477688;13,398896058462256;4033,255308379538;12,79854769022799;823138,5946970131;2,8594314560510803;0;29,81568551216958;2,658666554989992;157,28319110187124;99,37411152917387;31,074175824175825;0,31774552613816015;102,02759823046046;91,59958730701292;95,41966646088153;12,252025188525227;0,5465132550726891;14,161880491852552;12,577765684521495;0,22077275907642074;14,161880491852552;9,438016014926534;3,360522428671383;21,497224526032138;0,3257483162386096
